Island_Site,Depth,ID_LAB,Species,Zoox,Chl_A,Chl_C2,IndexLoss,RatioChlA,RatioChlC2
Tikehau_2,20,1617,Pocillopora verrucosa,1537662.53,13.67534667,4.534335601,55.5655039501645,8.893594272600243e-6,2.94884964193021e-6
Tikehau_2,20,1824,Pocillopora verrucosa,4160565.104,31.70771158,11.97832984,55.5655039501645,7.621010797190978e-6,2.8790151194807507e-6
Tikehau_2,20,1612,Pocillopora verrucosa,1953499.925,9.79190512,3.357336834,55.5655039501645,5.012493215222416e-6,1.7186265487059078e-6
Tikehau_2,20,1616,Pocillopora verrucosa,1767353.021,17.85215937,6.065584483,55.5655039501645,1.0101071578726772e-5,3.4320163605842507e-6
Tikehau_2,20,1619,Pocillopora verrucosa,1790967.791,8.215180113,3.359247733,55.5655039501645,4.587006061350213e-6,1.8756606064502922e-6
Tikehau_2,20,1822,Pocillopora verrucosa,7141828.763,42.26911876,16.70043722,55.5655039501645,5.918528735803014e-6,2.3383978773785117e-6
Tikehau_2,20,1615,Pocillopora verrucosa,2918023.793,21.67638533,8.262180888,55.5655039501645,7.42844708189122e-6,2.8314302672308604e-6
Tikehau_2,20,1618,Pocillopora verrucosa,987026.2007,7.987881498,2.779340045,55.5655039501645,8.092876858116822e-6,2.81587261111092e-6
Tikehau_2,40,1859,Pocillopora verrucosa,1889192.244,22.57347019,9.003189607,23.5045034478894,1.194874172371417e-5,4.7656291389051455e-6
Tikehau_2,40,1860,Pocillopora verrucosa,2800899.061,18.56957253,7.096036173,23.5045034478894,6.6298613857830835e-6,2.5334851483246646e-6
Tikehau_2,40,1863,Pocillopora verrucosa,4199386.126,29.57417376,11.52929644,23.5045034478894,7.042499277905172e-6,2.7454718604268684e-6
Tikehau_2,40,1856,Pocillopora verrucosa,2274469.225,21.53047398,8.349064639,23.5045034478894,9.466153132935882e-6,3.670774942668217e-6
Tikehau_2,40,1861,Pocillopora verrucosa,3404410.622,14.26644308,5.408419736,23.5045034478894,4.190576479760496e-6,1.5886508228618728e-6
Tikehau_2,40,1855,Pocillopora verrucosa,4279838.568,24.72263015,9.809327745,23.5045034478894,5.7765333334881055e-6,2.291985454391559e-6
Tikehau_2,40,1862,Pocillopora verrucosa,2954264.535,38.17323807,14.73431889,23.5045034478894,1.2921401458045122e-5,4.987474451065027e-6
Tikehau_2,40,1853,Pocillopora verrucosa,2880233.934,14.40944416,4.121585067,23.5045034478894,5.0028728534520484e-6,1.4309896909227929e-6
Tikehau_2,40,1854,Pocillopora verrucosa,2415013.172,14.66304777,4.317341853,23.5045034478894,6.0716222751931236e-6,1.787709443184768e-6
Tikehau_2,40,1858,Pocillopora verrucosa,3693650.444,16.33668379,4.881355318,23.5045034478894,4.422910082500487e-6,1.3215531334128594e-6
Tikehau_2,6,1772,Pocillopora verrucosa,1565493.358,8.682584528,3.356059393,100,5.546228914757235e-6,2.1437710839524364e-6
Tikehau_2,6,1775,Pocillopora verrucosa,1706953.17,12.61753291,4.584677521,100,7.391844797944867e-6,2.6858835974978738e-6
Tikehau_2,6,1823,Pocillopora verrucosa,4022251.541,16.87215312,6.598379298,100,4.194703625075943e-6,1.6404690832337976e-6
Tikehau_2,6,1825,Pocillopora verrucosa,5275239.264,29.4499174,10.90730516,100,5.5826695105520805e-6,2.0676417910435083e-6
Tikehau_2,6,1771,Pocillopora verrucosa,1665007.966,7.874478581,3.05922509,100,4.729393937926661e-6,1.837363635772539e-6
Tikehau_2,6,1773,Pocillopora verrucosa,2051849.716,9.887969005,4.139212216,100,4.81905128231136e-6,2.017307692528881e-6
Tikehau_2,6,1774,Pocillopora verrucosa,2579651.731,15.67361214,6.059742623,100,6.075863633702265e-6,2.349054544913683e-6
Tikehau_2,6,1769,Pocillopora verrucosa,3104014.105,25.78914682,10.41741211,100,8.308321401780486e-6,3.3561097848168445e-6
Tikehau_2,6,1778,Pocillopora verrucosa,2599613.663,9.646015952,3.804747456,100,3.7105574914036757e-6,1.4635818814743627e-6
Tikehau_2,60,1718,Pocillopora verrucosa,3536150.031,21.32250767,9.359743224,10.2257986409944,6.029865102745693e-6,2.646873900130625e-6
