site;depth;ID;septa dist;Width valley;Height septa
Rangiroa_3;40;2480;0.6000;0.2270;1.9900
Rangiroa_3;40;2480;0.0560;0.2560;2.4500
Rangiroa_3;40;2480;0.0840;0.2310;2.4200
Rangiroa_3;40;2480;0.0640;0.2670;0.4600
Rangiroa_3;40;2480;0.0520;0.2790;2.6800
Rangiroa_3;40;2480;0.0680;0.1400;2.4100
Rangiroa_3;40;2480;0.0560;0.1950;2.4000
Rangiroa_3;40;2480;0.0440;0.2480;2.4900
Rangiroa_3;40;2480;0.0760;0.1740;2.4200
Rangiroa_3;40;2480;0.0440;0.2160;2.3900
Rangiroa_3;60;2470;0.0760;0.1520;2.9000
Rangiroa_3;60;2470;0.0680;0.1320;2.5500
Rangiroa_3;60;2470;0.0600;0.1690;2.3900
Rangiroa_3;60;2470;0.7600;0.1440;2.4400
Rangiroa_3;60;2470;0.6000;0.1640;2.3500
Rangiroa_3;60;2470;0.0840;0.1170;2.1000
Rangiroa_3;60;2470;0.0776;0.1370;2.3500
Rangiroa_3;60;2470;0.0560;0.1300;2.1500
Rangiroa_3;60;2470;0.0480;0.1340;2.0500
Rangiroa_3;60;2470;0.0400;0.1680;NA
Rangiroa_3;60;2469;0.0600;0.0760;2.4100
Rangiroa_3;60;2469;0.0640;0.1520;2.1900
Rangiroa_3;60;2469;0.0320;0.0999;1.8400
Rangiroa_3;60;2469;0.0560;0.1340;1.8700
Rangiroa_3;60;2469;0.0640;0.1810;2.0300
Rangiroa_3;60;2469;0.0855;0.1310;1.7800
Rangiroa_3;60;2469;0.0843;0.1330;1.8800
Rangiroa_3;60;2469;0.0565;0.1160;1.9700
Rangiroa_3;60;2469;0.0600;0.1200;1.5500
Rangiroa_3;60;2469;0.0680;0.1540;1.6800
Rangiroa_3;60;2468;0.0720;0.1160;2.3100
Rangiroa_3;60;2468;0.0843;0.0990;2.2500
Rangiroa_3;60;2468;0.0680;0.1480;2.6900
Rangiroa_3;60;2468;0.0480;0.2220;3.0500
Rangiroa_3;60;2468;0.0840;0.1440;1.5000
Rangiroa_3;60;2468;0.0560;0.1180;1.8700
Rangiroa_3;60;2468;0.0600;0.1320;1.8400
Rangiroa_3;60;2468;0.0600;0.1010;2.0200
Rangiroa_3;60;2468;0.0560;0.1140;2.1100
Rangiroa_3;60;2468;0.0888;0.1090;2.4700
Rangiroa_3;60;2467;0.0645;0.0999;1.2400
Rangiroa_3;60;2467;0.0400;0.1160;1.4900
Rangiroa_3;60;2467;0.0520;0.1640;1.5100
Rangiroa_3;60;2467;0.0612;0.1320;1.5800
Rangiroa_3;60;2467;0.0776;0.1930;2.0100
Rangiroa_3;60;2467;0.1200;0.1690;1.8900
Rangiroa_3;60;2467;0.0680;0.1600;1.6100
Rangiroa_3;60;2467;0.0760;0.1480;1.7500
Rangiroa_3;60;2467;0.0760;0.1640;2.0200
Rangiroa_3;60;2467;0.0600;0.2160;2.0600
Rangiroa_3;60;2466;0.0468;0.1760;2.2800
Rangiroa_3;60;2466;0.0605;0.2170;2.0800
Rangiroa_3;60;2466;0.0659;0.1710;1.9800
Rangiroa_3;60;2466;0.0646;0.1800;2.0300
Rangiroa_3;60;2466;0.0565;0.1860;2.3100
Rangiroa_3;60;2466;0.0815;0.1850;2.1400
Rangiroa_3;60;2466;0.0797;0.1240;2.0700
Rangiroa_3;60;2466;0.0432;0.1300;2.3800
Rangiroa_3;60;2466;0.1040;0.1170;1.7000
Rangiroa_3;60;2466;0.0735;0.1240;1.9400
Rangiroa_3;60;2464;0.0769;0.2330;3.4900
Rangiroa_3;60;2464;0.1000;0.1390;3.5700
Rangiroa_3;60;2464;0.1060;0.1970;3.2700
Rangiroa_3;60;2464;0.0841;0.1780;2.9400
Rangiroa_3;60;2464;0.0506;0.2090;3.1600
Rangiroa_3;60;2464;0.0873;0.2730;3.4500
Rangiroa_3;60;2464;0.0582;0.1930;3.2200
Rangiroa_3;60;2464;0.0721;0.2630;3.0900
Rangiroa_3;60;2464;0.0632;0.2190;3.7000
Rangiroa_3;60;2464;0.0544;0.1430;2.9600
Rangiroa_3;60;2463;0.0600;0.1370;1.2700
Rangiroa_3;60;2463;0.0600;0.1380;1.2800
Rangiroa_3;60;2463;0.0680;0.2520;1.5900
Rangiroa_3;60;2463;0.0920;0.1320;1.9600
Rangiroa_3;60;2463;0.1010;0.2530;2.2800
Rangiroa_3;60;2463;0.0680;0.2590;2.6000
Rangiroa_3;60;2463;0.0480;0.1520;2.0100
Rangiroa_3;60;2463;0.0600;0.1990;NA
Rangiroa_3;60;2463;0.0680;0.1800;NA
Rangiroa_3;60;2463;0.0600;0.1060;NA
Rangiroa_3;60;2465;0.1200;0.3620;2.0900
Rangiroa_3;60;2465;0.0880;0.2500;2.1800
Rangiroa_3;60;2465;0.1090;0.1380;2.1200
Rangiroa_3;60;2465;0.0645;0.1750;1.8700
Rangiroa_3;60;2465;0.5720;0.2080;2.0200
Rangiroa_3;60;2465;0.0840;0.1000;2.0700
Rangiroa_3;60;2465;0.0845;0.1490;1.6400
Rangiroa_3;60;2465;0.1130;0.1760;NA
Rangiroa_3;60;2465;0.0863;0.1060;NA
Rangiroa_3;60;2465;0.0721;0.1580;NA
Rangiroa_3;90;2563;0.0369;0.2000;1.9000
Rangiroa_3;90;2563;0.0233;0.1860;1.9200
Rangiroa_3;90;2563;0.0283;0.1370;1.6400
Rangiroa_3;90;2563;0.0283;0.1660;1.9100
Rangiroa_3;90;2563;0.0358;0.2140;1.4800
Rangiroa_3;90;2563;0.0268;0.2150;NA
Rangiroa_3;90;2563;0.0215;0.1860;NA
Rangiroa_3;90;2563;0.0369;0.1790;NA
Rangiroa_3;90;2563;0.0280;0.1750;NA
Rangiroa_3;90;2563;0.0268;0.1360;NA
Rangiroa_3;90;2564;0.0521;0.1850;1.1500
Rangiroa_3;90;2564;0.0565;0.1920;1.1000
Rangiroa_3;90;2564;0.0520;0.1960;1.0100
Rangiroa_3;90;2564;0.0362;0.1840;0.7640
Rangiroa_3;90;2564;0.0442;0.1840;NA
Rangiroa_3;90;2564;0.0362;0.1760;NA
Rangiroa_3;90;2564;0.0369;0.1800;NA
Rangiroa_3;90;2564;0.0369;0.1800;NA
Rangiroa_3;90;2564;0.0362;0.1300;NA
Rangiroa_3;90;2564;0.0369;0.1560;NA
Rangiroa_3;90;2565;0.0594;0.1760;1.1600
Rangiroa_3;90;2565;0.0402;0.1520;1.3400
Rangiroa_3;90;2565;0.0496;0.2200;1.2500
Rangiroa_3;90;2565;0.0605;0.1590;1.3600
Rangiroa_3;90;2565;0.0621;0.2620;1.2800
Rangiroa_3;90;2565;0.0572;0.2360;1.2000
Rangiroa_3;90;2565;0.0565;0.2360;NA
Rangiroa_3;90;2565;0.0544;0.1120;NA
Rangiroa_3;90;2565;0.0533;0.2100;NA
Rangiroa_3;90;2565;0.0565;0.2120;NA
Rangiroa_3;90;2566;0.0605;0.2000;1.1800
Rangiroa_3;90;2566;0.0680;0.1400;1.4900
Rangiroa_3;90;2566;0.0730;0.2400;1.5900
Rangiroa_3;90;2566;0.0801;0.1770;1.6500
Rangiroa_3;90;2566;0.0920;0.2000;1.6900
Rangiroa_3;90;2566;0.0521;0.2440;NA
Rangiroa_3;90;2566;0.0920;0.2330;NA
Rangiroa_3;90;2566;0.0601;0.2680;NA
Rangiroa_3;90;2566;0.0840;0.2320;NA
Rangiroa_3;90;2566;0.0645;0.2760;NA
Rangiroa_3;90;2567;0.0804;0.2570;1.2700
Rangiroa_3;90;2567;0.0999;0.1560;1.2800
Rangiroa_3;90;2567;0.0888;0.1640;1.2100
Rangiroa_3;90;2567;0.0888;0.1880;1.5100
Rangiroa_3;90;2567;0.0927;0.2090;1.5200
Rangiroa_3;90;2567;0.0960;0.1920;1.3700
Rangiroa_3;90;2567;0.0880;0.1640;1.4500
Rangiroa_3;90;2567;0.0920;0.2640;1.3400
Rangiroa_3;90;2567;0.0870;0.2340;1.1700
Rangiroa_3;90;2567;0.0910;0.2930;NA
Rangiroa_3;90;2568;0.0999;0.2690;1.1900
Rangiroa_3;90;2568;0.0973;0.2410;1.8000
Rangiroa_3;90;2568;0.0855;0.2440;1.9900
Rangiroa_3;90;2568;0.0787;0.3100;1.2100
Rangiroa_3;90;2568;0.1010;0.3120;1.1700
Rangiroa_3;90;2568;0.1010;0.3040;1.2700
Rangiroa_3;90;2568;0.1400;0.2330;1.0400
Rangiroa_3;90;2568;0.1150;0.2660;NA
Rangiroa_3;90;2568;0.1120;0.2890;NA
Rangiroa_3;90;2568;0.1310;0.2280;NA
Rangiroa_3;90;2569;0.0480;0.2780;1.5200
Rangiroa_3;90;2569;0.0680;0.2360;1.6300
Rangiroa_3;90;2569;0.0601;0.2310;1.6400
Rangiroa_3;90;2569;0.0605;0.2690;1.3600
Rangiroa_3;90;2569;0.0506;0.3090;1.5500
Rangiroa_3;90;2569;0.0601;0.2520;1.3700
Rangiroa_3;90;2569;0.0645;0.2060;NA
Rangiroa_3;90;2569;0.0809;0.2390;NA
Rangiroa_3;90;2569;0.0572;0.2490;NA
Rangiroa_3;90;2569;0.0632;0.2820;NA
Rangiroa_3;25;2573;0.0720;0.1970;2.7600
Rangiroa_3;25;2573;0.0641;0.2440;2.4700
Rangiroa_3;25;2573;0.0681;0.1780;2.3700
Rangiroa_3;25;2573;0.0815;0.1840;2.2400
Rangiroa_3;25;2573;0.0848;0.2140;2.0900
Rangiroa_3;25;2573;0.0830;0.1870;1.9400
Rangiroa_3;25;2573;0.0941;0.2000;1.9500
Rangiroa_3;25;2573;0.1080;0.1900;1.9800
Rangiroa_3;25;2573;0.1210;0.2210;2.0100
Rangiroa_3;25;2573;0.1280;0.2140;NA
Rangiroa_3;25;2574;0.0963;0.2240;1.5500
Rangiroa_3;25;2574;0.0999;0.2680;1.5100
Rangiroa_3;25;2574;0.1080;0.1850;1.9000
Rangiroa_3;25;2574;0.1340;0.1890;1.6200
Rangiroa_3;25;2574;0.0720;0.2580;1.9900
Rangiroa_3;25;2574;0.1000;0.2130;2.5100
Rangiroa_3;25;2574;0.1250;0.2010;NA
Rangiroa_3;25;2574;0.0973;0.2440;NA
Rangiroa_3;25;2574;0.1660;0.2030;NA
Rangiroa_3;25;2574;0.1400;0.1760;NA
Rangiroa_3;25;2575;0.0684;0.2390;2.7000
Rangiroa_3;25;2575;0.0684;0.2150;2.9500
Rangiroa_3;25;2575;0.0720;0.2380;2.6200
Rangiroa_3;25;2575;0.0600;0.1700;2.6500
Rangiroa_3;25;2575;0.0737;0.1800;1.9000
Rangiroa_3;25;2575;0.0680;0.2090;2.4700
Rangiroa_3;25;2575;0.0632;0.2170;2.7100
Rangiroa_3;25;2575;0.0646;0.2640;2.6400
Rangiroa_3;25;2575;0.0712;0.2180;1.7500
Rangiroa_3;25;2575;0.0776;0.2200;1.8300
Rangiroa_3;25;2576;0.1980;0.2940;3.9000
Rangiroa_3;25;2576;0.1670;0.2270;3.7000
Rangiroa_3;25;2576;0.2160;0.2470;3.9400
Rangiroa_3;25;2576;0.2610;0.2420;3.9500
Rangiroa_3;25;2576;0.2100;0.3430;4.0900
Rangiroa_3;25;2576;0.1470;0.2920;4.1600
Rangiroa_3;25;2576;0.1440;0.2780;3.5600
Rangiroa_3;25;2576;0.1340;0.3510;4.0100
Rangiroa_3;25;2576;0.2420;0.3080;3.9800
Rangiroa_3;25;2576;0.1540;0.2800;3.7900
Rangiroa_3;25;2577;0.0843;0.3680;2.7700
Rangiroa_3;25;2577;0.0360;0.2840;2.5400
Rangiroa_3;25;2577;0.0601;0.2790;2.3600
Rangiroa_3;25;2577;0.0761;0.2090;1.5700
Rangiroa_3;25;2577;0.0680;0.2940;2.4900
Rangiroa_3;25;2577;0.0761;0.2710;1.6400
Rangiroa_3;25;2577;0.0801;0.2080;2.1300
Rangiroa_3;25;2577;0.0600;0.2700;2.1200
