site;depth;ID;size;distance;part
Rangiroa_3;20;2488;0.743;0.185;apical
Rangiroa_3;20;2488;0.645;0.233;apical
Rangiroa_3;20;2488;0.661;0.576;apical
Rangiroa_3;20;2488;0.716;0.258;apical
Rangiroa_3;20;2488;0.574;0.202;apical
Rangiroa_3;20;2488;0.676;0.22;apical
Rangiroa_3;20;2488;0.734;0.261;apical
Rangiroa_3;20;2488;0.692;0.604;basal
Rangiroa_3;20;2488;0.635;0.412;basal
Rangiroa_3;20;2488;0.565;0.373;basal
Rangiroa_3;20;2488;0.622;0.596;basal
Rangiroa_3;20;2488;0.908;0.681;basal
Rangiroa_3;20;2488;0.563;0.46;basal
Rangiroa_3;20;2488;0.573;0.547;basal
Rangiroa_3;20;2488;0.753;0.457;basal
Rangiroa_3;20;2488;0.611;0.457;basal
Rangiroa_3;20;2488;0.636;0.59;basal
Rangiroa_3;20;2487;0.855;0.219;apical
Rangiroa_3;20;2487;0.751;0.171;apical
Rangiroa_3;20;2487;0.989;0.247;apical
Rangiroa_3;20;2487;0.857;0.309;apical
Rangiroa_3;20;2487;0.772;0.262;apical
Rangiroa_3;20;2487;0.903;0.33;apical
Rangiroa_3;20;2487;0.714;0.239;apical
Rangiroa_3;20;2487;1.04;0.465;apical
Rangiroa_3;20;2487;0.744;0.172;apical
Rangiroa_3;20;2487;0.768;0.343;apical
Rangiroa_3;20;2487;0.58;0.486;basal
Rangiroa_3;20;2487;0.574;0.461;basal
Rangiroa_3;20;2487;0.583;0.228;basal
Rangiroa_3;20;2487;0.779;0.259;basal
Rangiroa_3;20;2487;0.721;0.413;basal
Rangiroa_3;20;2487;0.704;0.364;basal
Rangiroa_3;20;2487;0.757;0.424;basal
Rangiroa_3;20;2487;0.648;0.442;basal
Rangiroa_3;20;2487;0.726;0.654;basal
Rangiroa_3;20;2487;0.61;0.569;basal
Rangiroa_3;20;2486;0.903;0.312;apical
Rangiroa_3;20;2486;0.734;0.206;apical
Rangiroa_3;20;2486;0.839;0.168;apical
Rangiroa_3;20;2486;0.773;0.212;apical
Rangiroa_3;20;2486;0.709;0.321;apical
Rangiroa_3;20;2486;1.02;0.191;apical
Rangiroa_3;20;2486;0.737;0.238;apical
Rangiroa_3;20;2486;0.715;0.234;apical
Rangiroa_3;20;2486;0.778;0.448;apical
Rangiroa_3;20;2486;0.517;0.247;apical
Rangiroa_3;20;2486;0.619;0.371;basal
Rangiroa_3;20;2486;0.442;0.674;basal
Rangiroa_3;20;2486;0.512;0.485;basal
Rangiroa_3;20;2486;0.555;0.933;basal
Rangiroa_3;20;2486;0.63;0.816;basal
Rangiroa_3;20;2486;0.511;1.15;basal
Rangiroa_3;20;2486;0.503;0.754;basal
Rangiroa_3;20;2486;0.502;0.495;basal
Rangiroa_3;20;2486;0.52;0.626;basal
Rangiroa_3;20;2486;0.526;0.378;basal
Rangiroa_3;20;2484;0.982;0.229;apical
Rangiroa_3;20;2484;0.81;0.258;apical
Rangiroa_3;20;2484;0.508;0.238;apical
Rangiroa_3;20;2484;0.665;0.447;apical
Rangiroa_3;20;2484;0.913;0.212;apical
Rangiroa_3;20;2484;0.726;0.287;apical
Rangiroa_3;20;2484;0.917;0.43;apical
Rangiroa_3;20;2484;0.703;0.326;apical
Rangiroa_3;20;2484;0.871;0.446;apical
Rangiroa_3;20;2484;0.761;0.212;apical
Rangiroa_3;20;2484;1.03;0.636;basal
Rangiroa_3;20;2484;1.07;0.723;basal
Rangiroa_3;20;2484;0.822;0.984;basal
Rangiroa_3;20;2484;0.66;1.13;basal
Rangiroa_3;20;2484;0.492;0.663;basal
Rangiroa_3;20;2484;0.789;0.719;basal
Rangiroa_3;20;2484;0.871;0.702;basal
Rangiroa_3;20;2484;0.934;0.64;basal
Rangiroa_3;20;2484;0.855;0.854;basal
Rangiroa_3;20;2484;0.486;0.743;basal
Moorea_2;20;111;0.707;0.15;apical
Moorea_2;20;111;0.693;0.442;apical
Moorea_2;20;111;0.616;0.321;apical
Moorea_2;20;111;0.615;0.185;apical
Moorea_2;20;111;0.54;0.373;apical
Moorea_2;20;111;0.59;0.119;apical
Moorea_2;20;111;0.795;0.129;apical
Moorea_2;20;111;0.536;0.225;apical
Moorea_2;20;111;0.677;0.221;apical
Moorea_2;20;111;0.644;0.268;apical
Moorea_2;20;111;0.645;0.27;basal
Moorea_2;20;111;0.545;0.66;basal
Moorea_2;20;111;0.803;0.366;basal
Moorea_2;20;111;0.624;0.335;basal
Moorea_2;20;111;0.623;0.347;basal
Moorea_2;20;111;0.512;0.351;basal
Moorea_2;20;111;0.571;0.486;basal
Moorea_2;20;111;0.568;0.377;basal
Moorea_2;20;111;0.658;0.206;basal
Moorea_2;20;111;0.537;0.369;basal
Moorea_2;20;113;0.733;0.256;apical
Moorea_2;20;113;0.594;0.372;apical
Moorea_2;20;113;0.805;0.251;apical
Moorea_2;20;113;0.772;0.129;apical
Moorea_2;20;113;0.657;0.315;apical
Moorea_2;20;113;0.595;0.318;apical
Moorea_2;20;113;0.672;0.188;apical
Moorea_2;20;113;0.677;0.369;apical
Moorea_2;20;113;0.455;0.161;apical
Moorea_2;20;113;0.537;0.185;apical
Moorea_2;20;113;0.596;0.549;basal
Moorea_2;20;113;0.614;0.6;basal
Moorea_2;20;113;0.684;0.461;basal
Moorea_2;20;113;0.644;0.497;basal
Moorea_2;20;113;0.689;0.518;basal
Moorea_2;20;113;0.786;0.935;basal
Moorea_2;20;113;0.692;0.843;basal
Moorea_2;20;113;0.758;0.783;basal
Moorea_2;20;113;0.688;1.04;basal
Moorea_2;20;113;0.769;0.616;basal
Moorea_2;20;100;0.603;0.267;apical
Moorea_2;20;100;0.755;0.213;apical
Moorea_2;20;100;0.716;0.206;apical
Moorea_2;20;100;0.743;0.201;apical
Moorea_2;20;100;0.589;0.218;apical
Moorea_2;20;100;0.859;0.222;apical
Moorea_2;20;100;0.591;0.213;apical
Moorea_2;20;100;0.855;0.272;apical
Moorea_2;20;100;0.574;0.304;apical
Moorea_2;20;100;0.752;0.227;apical
Moorea_2;20;100;0.592;0.937;basal
Moorea_2;20;100;0.464;0.741;basal
Moorea_2;20;100;0.61;0.716;basal
Moorea_2;20;100;0.605;0.984;basal
Moorea_2;20;100;0.578;1.53;basal
Moorea_2;20;100;0.563;1.23;basal
Moorea_2;20;100;0.52;0.736;basal
Moorea_2;20;100;0.647;0.983;basal
Moorea_2;20;100;0.541;0.419;basal
Moorea_2;20;100;0.708;1.2;basal
Moorea_2;20;102;1.03;0.263;apical
Moorea_2;20;102;0.518;0.222;apical
Moorea_2;20;102;0.893;0.295;apical
Moorea_2;20;102;1.07;0.202;apical
Moorea_2;20;102;0.73;0.347;apical
Moorea_2;20;102;0.615;0.307;apical
Moorea_2;20;102;0.925;0.279;apical
Moorea_2;20;102;0.605;0.266;apical
Moorea_2;20;102;0.883;0.185;apical
Moorea_2;20;102;0.615;0.205;apical
Moorea_2;20;102;0.66;0.434;basal
Moorea_2;20;102;0.517;0.303;basal
Moorea_2;20;102;0.443;0.723;basal
Moorea_2;20;102;0.595;0.526;basal
Moorea_2;20;102;0.545;0.759;basal
Moorea_2;20;102;0.462;0.523;basal
Moorea_2;20;102;0.575;0.575;basal
Moorea_2;20;102;0.634;0.844;basal
Moorea_2;20;102;0.603;0.861;basal
Moorea_2;20;102;0.806;0.647;basal
Moorea_2;20;112;0.573;0.183;apical
Moorea_2;20;112;1;0.238;apical
Moorea_2;20;112;0.718;0.303;apical
Moorea_2;20;112;0.717;0.255;apical
Moorea_2;20;112;0.489;0.252;apical
Moorea_2;20;112;0.78;0.332;apical
Moorea_2;20;112;0.746;0.26;apical
Moorea_2;20;112;0.53;0.305;apical
Moorea_2;20;112;0.584;0.253;apical
Moorea_2;20;112;0.661;0.23;apical
Moorea_2;20;112;0.576;0.358;basal
Moorea_2;20;112;0.57;1.17;basal
Moorea_2;20;112;0.577;0.64;basal
Moorea_2;20;112;0.569;0.522;basal
Moorea_2;20;112;0.512;0.697;basal
Moorea_2;20;112;0.542;0.997;basal
Moorea_2;20;112;0.428;1.29;basal
Moorea_2;20;112;0.483;0.777;basal
Moorea_2;20;112;0.514;0.497;basal
Moorea_2;20;112;0.686;0.553;basal
Moorea_2;20;110;0.803;0.175;apical
Moorea_2;20;110;0.789;0.351;apical
Moorea_2;20;110;0.792;0.238;apical
Moorea_2;20;110;0.887;0.18;apical
Moorea_2;20;110;0.88;0.201;apical
Moorea_2;20;110;0.821;0.162;apical
Moorea_2;20;110;0.902;0.284;apical
Moorea_2;20;110;1.04;0.22;apical
Moorea_2;20;110;1.15;0.168;apical
Moorea_2;20;110;1.14;0.249;apical
Moorea_2;20;110;0.648;0.765;basal
Moorea_2;20;110;0.744;0.613;basal
Moorea_2;20;110;0.742;0.551;basal
Moorea_2;20;110;0.869;0.725;basal
Moorea_2;20;110;0.786;0.677;basal
Moorea_2;20;110;0.593;1.03;basal
Moorea_2;20;110;0.614;0.626;basal
Moorea_2;20;110;0.51;0.421;basal
Moorea_2;20;110;0.637;0.662;basal
Moorea_2;20;110;0.797;0.497;basal
Moorea_2;20;124;0.923;0.18;apical
Moorea_2;20;124;0.735;0.199;apical
Moorea_2;20;124;1.78;0.209;apical
Moorea_2;20;124;0.942;0.298;apical
Moorea_2;20;124;0.914;0.306;apical
Moorea_2;20;124;0.743;0.25;apical
Moorea_2;20;124;0.749;0.296;apical
Moorea_2;20;124;0.966;0.21;apical
Moorea_2;20;124;0.868;0.208;apical
Moorea_2;20;124;0.928;0.314;apical
Moorea_2;20;124;0.523;0.637;basal
Moorea_2;20;124;0.639;0.652;basal
Moorea_2;20;124;0.639;0.653;basal
Moorea_2;20;124;0.561;0.614;basal
Moorea_2;20;124;0.651;1.04;basal
Moorea_2;20;124;0.643;0.641;basal
Moorea_2;20;124;0.749;0.593;basal
Moorea_2;20;124;0.872;0.795;basal
Moorea_2;20;124;0.588;1.05;basal
Moorea_2;20;124;0.772;0.662;basal
Moorea_2;20;116;0.805;0.227;apical
Moorea_2;20;116;0.733;0.285;apical
Moorea_2;20;116;0.936;0.235;apical
Moorea_2;20;116;0.703;0.226;apical
Moorea_2;20;116;0.727;0.266;apical
Moorea_2;20;116;0.62;0.599;apical
Moorea_2;20;116;0.831;0.206;apical
Moorea_2;20;116;0.761;0.234;apical
Moorea_2;20;116;0.717;0.243;apical
Moorea_2;20;116;0.802;0.224;apical
Moorea_2;20;116;0.47;0.599;basal
Moorea_2;20;116;0.5;0.411;basal
Moorea_2;20;116;0.457;0.55;basal
Moorea_2;20;116;0.604;0.932;basal
Moorea_2;20;116;0.427;0.747;basal
Moorea_2;20;116;0.726;1.16;basal
Moorea_2;20;116;0.498;0.458;basal
Moorea_2;20;116;0.588;0.577;basal
Moorea_2;20;116;0.518;0.606;basal
Moorea_2;20;116;0.651;0.632;basal
Tikehau_2;20;1822;0.413;0.251;apical
Tikehau_2;20;1822;0.8;0.21;apical
Tikehau_2;20;1822;0.39;0.146;apical
Tikehau_2;20;1822;0.617;0.132;apical
Tikehau_2;20;1822;0.594;0.232;apical
Tikehau_2;20;1822;0.733;0.31;apical
Tikehau_2;20;1822;0.767;0.219;apical
Tikehau_2;20;1822;0.711;0.241;apical
Tikehau_2;20;1822;0.989;0.153;apical
Tikehau_2;20;1822;0.65;0.245;apical
Tikehau_2;20;1822;0.677;0.368;basal
Tikehau_2;20;1822;0.674;0.526;basal
Tikehau_2;20;1822;0.682;0.601;basal
Tikehau_2;20;1822;0.694;0.538;basal
Tikehau_2;20;1822;0.717;0.732;basal
Tikehau_2;20;1822;0.56;0.631;basal
Tikehau_2;20;1822;0.534;0.988;basal
Tikehau_2;20;1822;0.692;0.408;basal
Tikehau_2;20;1822;0.509;0.636;basal
Tikehau_2;20;1822;0.618;0.643;basal
Tikehau_2;20;1823;0.628;0.354;apical
Tikehau_2;20;1823;1.12;0.227;apical
Tikehau_2;20;1823;0.741;0.231;apical
Tikehau_2;20;1823;0.674;0.252;apical
Tikehau_2;20;1823;0.752;0.275;apical
Tikehau_2;20;1823;0.743;0.38;apical
Tikehau_2;20;1823;0.497;0.194;apical
Tikehau_2;20;1823;0.872;0.192;apical
Tikehau_2;20;1823;0.841;0.189;apical
Tikehau_2;20;1823;0.758;0.261;apical
Tikehau_2;20;1823;0.544;0.54;basal
Tikehau_2;20;1823;0.447;0.434;basal
Tikehau_2;20;1823;0.519;0.567;basal
Tikehau_2;20;1823;0.457;0.531;basal
Tikehau_2;20;1823;0.412;0.423;basal
Tikehau_2;20;1823;0.457;0.38;basal
Tikehau_2;20;1823;0.496;0.324;basal
Tikehau_2;20;1823;0.425;0.4;basal
Tikehau_2;20;1823;0.491;0.578;basal
Tikehau_2;20;1823;0.418;0.479;basal
Tikehau_2;20;1825;0.596;0.343;apical
Tikehau_2;20;1825;0.776;0.205;apical
Tikehau_2;20;1825;0.619;0.234;apical
Tikehau_2;20;1825;0.951;0.212;apical
Tikehau_2;20;1825;0.819;0.257;apical
Tikehau_2;20;1825;0.85;0.228;apical
Tikehau_2;20;1825;0.661;0.234;apical
Tikehau_2;20;1825;0.725;0.205;apical
Tikehau_2;20;1825;0.834;0.224;apical
Tikehau_2;20;1825;0.754;0.22;apical
Tikehau_2;20;1825;0.444;0.378;basal
Tikehau_2;20;1825;0.549;0.621;basal
Tikehau_2;20;1825;0.457;0.861;basal
Tikehau_2;20;1825;0.502;0.377;basal
Tikehau_2;20;1825;0.656;0.509;basal
Tikehau_2;20;1825;0.614;0.405;basal
Tikehau_2;20;1825;0.49;0.386;basal
Tikehau_2;20;1825;0.496;0.486;basal
Tikehau_2;20;1825;0.475;0.837;basal
Tikehau_2;20;1825;0.562;0.3;basal
Tikehau_2;20;1612;1.02;0.191;apical
Tikehau_2;20;1612;0.771;0.204;apical
Tikehau_2;20;1612;1.05;0.243;apical
Tikehau_2;20;1612;0.597;0.195;apical
Tikehau_2;20;1612;1.13;0.227;apical
Tikehau_2;20;1612;0.718;0.242;apical
Tikehau_2;20;1612;0.724;0.199;apical
Tikehau_2;20;1612;0.731;0.129;apical
Tikehau_2;20;1612;0.851;0.175;apical
Tikehau_2;20;1612;0.972;0.307;apical
Tikehau_2;20;1612;0.531;0.248;basal
Tikehau_2;20;1612;0.581;0.555;basal
Tikehau_2;20;1612;0.556;0.816;basal
Tikehau_2;20;1612;0.557;0.789;basal
Tikehau_2;20;1612;0.531;0.578;basal
Tikehau_2;20;1612;0.558;0.705;basal
Tikehau_2;20;1612;0.614;0.425;basal
Tikehau_2;20;1612;0.435;0.594;basal
Tikehau_2;20;1612;0.51;0.735;basal
Tikehau_2;20;1612;0.625;0.713;basal
Tikehau_2;20;1617;0.898;0.188;apical
Tikehau_2;20;1617;0.769;0.162;apical
Tikehau_2;20;1617;0.876;0.206;apical
Tikehau_2;20;1617;0.845;0.296;apical
Tikehau_2;20;1617;0.861;0.212;apical
Tikehau_2;20;1617;0.842;0.415;apical
Tikehau_2;20;1617;0.527;0.415;apical
Tikehau_2;20;1617;1.05;0.242;apical
Tikehau_2;20;1617;0.928;0.268;apical
Tikehau_2;20;1617;0.755;0.206;apical
Tikehau_2;20;1617;0.552;0.542;basal
Tikehau_2;20;1617;0.712;0.508;basal
Tikehau_2;20;1617;0.68;0.569;basal
Tikehau_2;20;1617;0.575;0.908;basal
Tikehau_2;20;1617;0.55;0.843;basal
Tikehau_2;20;1617;0.621;0.434;basal
Tikehau_2;20;1617;0.478;0.477;basal
Tikehau_2;20;1617;0.635;0.786;basal
Tikehau_2;20;1617;0.584;0.832;basal
Tikehau_2;20;1617;0.527;0.376;basal
Tikehau_2;20;1618;0.962;0.315;apical
Tikehau_2;20;1618;0.737;0.263;apical
Tikehau_2;20;1618;0.876;0.615;apical
Tikehau_2;20;1618;0.761;0.252;apical
Tikehau_2;20;1618;0.888;0.367;apical
Tikehau_2;20;1618;1.13;0.278;apical
Tikehau_2;20;1618;0.984;0.346;apical
Tikehau_2;20;1618;0.822;0.295;apical
Tikehau_2;20;1618;0.819;0.445;apical
Tikehau_2;20;1618;1.01;0.196;apical
Tikehau_2;20;1618;0.8;0.441;basal
Tikehau_2;20;1618;0.59;1.17;basal
Tikehau_2;20;1618;0.601;0.587;basal
Tikehau_2;20;1618;0.702;0.768;basal
Tikehau_2;20;1618;0.619;0.764;basal
Tikehau_2;20;1618;0.741;1.24;basal
Tikehau_2;20;1618;0.642;0.499;basal
Tikehau_2;20;1618;0.731;0.573;basal
Tikehau_2;20;1618;0.603;0.739;basal
Tikehau_2;20;1618;0.753;0.587;basal
Tikehau_2;20;1615;0.792;0.159;apical
Tikehau_2;20;1615;1.02;0.25;apical
Tikehau_2;20;1615;0.862;0.328;apical
Tikehau_2;20;1615;1.02;0.165;apical
Tikehau_2;20;1615;0.811;0.322;apical
Tikehau_2;20;1615;0.879;0.262;apical
Tikehau_2;20;1615;0.746;0.283;apical
Tikehau_2;20;1615;0.978;0.199;apical
Tikehau_2;20;1615;0.871;0.172;apical
Tikehau_2;20;1615;0.851;0.257;apical
Tikehau_2;20;1615;0.629;0.857;basal
Tikehau_2;20;1615;0.528;0.302;basal
Tikehau_2;20;1615;0.522;0.625;basal
Tikehau_2;20;1615;0.712;0.752;basal
Tikehau_2;20;1615;0.574;0.881;basal
Tikehau_2;20;1615;0.622;0.485;basal
Tikehau_2;20;1615;0.582;0.79;basal
Tikehau_2;20;1615;0.551;0.335;basal
Tikehau_2;20;1615;0.673;0.604;basal
Tikehau_2;20;1615;0.811;0.388;basal
Tikehau_2;20;1614;0.617;0.266;apical
Tikehau_2;20;1614;0.607;0.236;apical
Tikehau_2;20;1614;0.687;0.215;apical
Tikehau_2;20;1614;0.555;0.176;apical
Tikehau_2;20;1614;0.671;0.21;apical
Tikehau_2;20;1614;0.688;0.167;apical
Tikehau_2;20;1614;0.739;0.162;apical
Tikehau_2;20;1614;0.866;0.261;apical
Tikehau_2;20;1614;0.786;0.238;apical
Tikehau_2;20;1614;0.624;0.264;apical
Tikehau_2;20;1614;0.412;0.401;basal
Tikehau_2;20;1614;0.475;0.483;basal
Tikehau_2;20;1614;0.486;0.507;basal
Tikehau_2;20;1614;0.593;0.849;basal
Tikehau_2;20;1614;0.52;0.442;basal
Tikehau_2;20;1614;0.542;0.959;basal
Tikehau_2;20;1614;0.512;0.815;basal
Tikehau_2;20;1614;0.48;0.664;basal
Tikehau_2;20;1614;0.449;0.286;basal
Tikehau_2;20;1614;0.514;0.47;basal
Tikehau_2;20;1616;0.843;0.183;apical
Tikehau_2;20;1616;0.903;0.249;apical
Tikehau_2;20;1616;0.636;0.26;apical
Tikehau_2;20;1616;0.795;0.257;apical
Tikehau_2;20;1616;0.831;0.425;apical
Tikehau_2;20;1616;0.843;0.228;apical
Tikehau_2;20;1616;1.02;0.234;apical
Tikehau_2;20;1616;1.18;0.298;apical
Tikehau_2;20;1616;0.885;0.35;apical
Tikehau_2;20;1616;0.844;0.329;apical
Tikehau_2;20;1616;0.485;0.914;basal
Tikehau_2;20;1616;0.483;0.392;basal
Tikehau_2;20;1616;0.723;0.764;basal
Tikehau_2;20;1616;0.639;0.79;basal
Tikehau_2;20;1616;0.517;0.668;basal
Tikehau_2;20;1616;0.544;1.28;basal
Tikehau_2;20;1616;0.519;0.324;basal
Tikehau_2;20;1616;0.543;0.718;basal
Tikehau_2;20;1616;0.456;0.796;basal
Tikehau_2;20;1616;0.695;0.728;basal
Bora_2;20;919;0.778;0.322;apical
Bora_2;20;919;0.681;0.217;apical
Bora_2;20;919;0.685;0.148;apical
Bora_2;20;919;0.737;0.259;apical
Bora_2;20;919;0.678;0.171;apical
Bora_2;20;919;0.667;0.243;apical
Bora_2;20;919;0.939;0.222;apical
Bora_2;20;919;0.88;0.237;apical
Bora_2;20;919;0.611;0.286;apical
Bora_2;20;919;0.806;0.188;apical
Bora_2;20;919;0.414;0.462;basal
Bora_2;20;919;0.372;0.57;basal
Bora_2;20;919;0.457;0.609;basal
Bora_2;20;919;0.515;0.61;basal
Bora_2;20;919;0.451;0.971;basal
Bora_2;20;919;0.537;0.328;basal
Bora_2;20;919;0.377;0.377;basal
Bora_2;20;919;0.668;0.387;basal
Bora_2;20;919;0.52;0.367;basal
Bora_2;20;919;0.517;0.528;basal
Bora_2;20;921;0.706;0.273;apical
Bora_2;20;921;0.645;0.295;apical
Bora_2;20;921;1.31;0.235;apical
Bora_2;20;921;0.591;0.286;apical
Bora_2;20;921;1;0.282;apical
Bora_2;20;921;1.01;0.243;apical
Bora_2;20;921;0.887;0.274;apical
Bora_2;20;921;0.696;0.183;apical
Bora_2;20;921;0.945;0.257;apical
Bora_2;20;921;0.605;0.253;apical
Bora_2;20;921;0.809;0.98;basal
Bora_2;20;921;0.805;0.475;basal
Bora_2;20;921;0.784;0.231;basal
Bora_2;20;921;0.688;0.706;basal
Bora_2;20;921;0.699;0.789;basal
Bora_2;20;921;0.623;0.476;basal
Bora_2;20;921;0.653;0.561;basal
Bora_2;20;921;0.604;0.305;basal
Bora_2;20;921;0.639;0.497;basal
Bora_2;20;921;0.596;0.522;basal
Bora_2;20;923;0.706;0.257;apical
Bora_2;20;923;0.689;0.25;apical
Bora_2;20;923;0.572;0.171;apical
Bora_2;20;923;0.531;0.139;apical
Bora_2;20;923;0.708;0.232;apical
Bora_2;20;923;0.645;0.192;apical
Bora_2;20;923;0.726;0.276;apical
Bora_2;20;923;0.628;0.428;apical
Bora_2;20;923;0.662;0.15;apical
Bora_2;20;923;0.656;0.154;apical
Bora_2;20;923;0.66;0.658;basal
Bora_2;20;923;0.564;0.316;basal
Bora_2;20;923;0.57;0.908;basal
Bora_2;20;923;0.494;0.521;basal
Bora_2;20;923;0.602;0.806;basal
Bora_2;20;923;0.488;0.703;basal
Bora_2;20;923;0.548;0.279;basal
Bora_2;20;923;0.629;0.733;basal
Bora_2;20;923;0.486;0.432;basal
Bora_2;20;923;0.522;0.53;basal
Bora_2;20;924;0.604;0.408;apical
Bora_2;20;924;0.614;0.28;apical
Bora_2;20;924;0.543;0.298;apical
Bora_2;20;924;0.785;0.362;apical
Bora_2;20;924;0.556;0.214;apical
Bora_2;20;924;0.694;0.41;apical
Bora_2;20;924;0.833;0.269;apical
Bora_2;20;924;0.656;0.249;apical
Bora_2;20;924;0.581;0.281;apical
Bora_2;20;924;0.642;0.454;apical
Bora_2;20;924;0.737;1.18;basal
Bora_2;20;924;0.594;0.576;basal
Bora_2;20;924;0.63;0.693;basal
Bora_2;20;924;0.624;0.97;basal
Bora_2;20;924;0.603;0.665;basal
Bora_2;20;924;0.692;0.66;basal
Bora_2;20;924;0.465;0.465;basal
Bora_2;20;924;0.543;0.9;basal
Bora_2;20;924;0.548;0.779;basal
Bora_2;20;924;0.582;0.57;basal
Bora_2;20;925;0.707;0.341;apical
Bora_2;20;925;0.718;0.238;apical
Bora_2;20;925;0.691;0.222;apical
Bora_2;20;925;0.775;0.172;apical
Bora_2;20;925;0.822;0.183;apical
Bora_2;20;925;0.8;0.261;apical
Bora_2;20;925;0.656;0.27;apical
Bora_2;20;925;0.679;0.185;apical
Bora_2;20;925;0.722;0.198;apical
Bora_2;20;925;0.526;0.289;apical
Bora_2;20;925;0.764;0.628;basal
Bora_2;20;925;0.629;0.471;basal
Bora_2;20;925;0.614;0.744;basal
Bora_2;20;925;0.635;0.597;basal
Bora_2;20;925;0.679;0.614;basal
Bora_2;20;925;0.63;0.68;basal
Bora_2;20;925;0.661;0.422;basal
Bora_2;20;925;0.732;0.802;basal
Bora_2;20;925;0.615;0.418;basal
Bora_2;20;925;0.538;0.378;basal
Bora_2;20;926;0.622;0.209;apical
Bora_2;20;926;0.778;0.196;apical
Bora_2;20;926;1;0.235;apical
Bora_2;20;926;0.882;0.398;apical
Bora_2;20;926;0.583;0.241;apical
Bora_2;20;926;0.909;0.282;apical
Bora_2;20;926;0.775;0.238;apical
Bora_2;20;926;0.81;0.28;apical
Bora_2;20;926;0.852;0.344;apical
Bora_2;20;926;0.64;0.219;apical
Bora_2;20;926;0.814;0.684;basal
Bora_2;20;926;0.619;0.319;basal
Bora_2;20;926;0.62;0.534;basal
Bora_2;20;926;0.676;0.436;basal
Bora_2;20;926;0.612;0.253;basal
Bora_2;20;926;0.704;0.865;basal
Bora_2;20;926;0.924;0.538;basal
Bora_2;20;926;0.872;0.482;basal
Bora_2;20;926;0.682;0.702;basal
Bora_2;20;926;0.703;0.685;basal
Bora_2;20;922;1.14;0.239;apical
Bora_2;20;922;0.878;0.289;apical
Bora_2;20;922;0.697;0.193;apical
Bora_2;20;922;0.812;0.276;apical
Bora_2;20;922;0.62;0.211;apical
Bora_2;20;922;0.819;0.21;apical
Bora_2;20;922;0.862;0.22;apical
Bora_2;20;922;0.778;0.176;apical
Bora_2;20;922;0.969;0.243;apical
Bora_2;20;922;0.812;0.171;apical
Bora_2;20;922;0.442;0.984;basal
Bora_2;20;922;0.48;0.565;basal
Bora_2;20;922;0.542;0.369;basal
Bora_2;20;922;0.586;0.617;basal
Bora_2;20;922;0.593;0.43;basal
Bora_2;20;922;0.586;0.642;basal
Bora_2;20;922;0.777;0.578;basal
Bora_2;20;922;0.564;0.844;basal
Bora_2;20;922;0.575;0.98;basal
Bora_2;20;922;0.579;0.742;basal
Moorea_2;20;118;0.879;0.263;apical
Moorea_2;20;118;1.07;0.32;apical
Moorea_2;20;118;1.44;0.402;apical
Moorea_2;20;118;1.02;0.281;apical
Moorea_2;20;118;1.06;0.648;apical
Moorea_2;20;118;0.966;0.233;apical
Moorea_2;20;118;0.955;0.275;apical
Moorea_2;20;118;1.04;0.228;apical
Moorea_2;20;118;1.1;0.307;apical
Moorea_2;20;118;0.975;0.251;apical
Moorea_2;20;118;0.755;0.388;basal
Moorea_2;20;118;0.716;0.569;basal
Moorea_2;20;118;0.605;0.61;basal
Moorea_2;20;118;0.513;0.514;basal
Moorea_2;20;118;0.787;0.702;basal
Moorea_2;20;118;0.792;0.402;basal
Moorea_2;20;118;0.748;0.241;basal
Moorea_2;20;118;0.571;0.882;basal
Moorea_2;20;118;0.76;0.607;basal
Moorea_2;20;118;0.587;1;basal
Moorea_2;40;233;0.77;0.19;apical
Moorea_2;40;233;0.648;0.316;apical
Moorea_2;40;233;0.912;0.316;apical
Moorea_2;40;233;0.713;0.212;apical
Moorea_2;40;233;0.804;0.307;apical
Moorea_2;40;233;0.672;0.25;apical
Moorea_2;40;233;0.661;0.16;apical
Moorea_2;40;233;0.735;0.209;apical
Moorea_2;40;233;0.715;0.241;apical
Moorea_2;40;233;0.685;0.204;apical
Moorea_2;40;233;0.705;0.258;basal
Moorea_2;40;233;0.764;0.343;basal
Moorea_2;40;233;0.546;0.638;basal
Moorea_2;40;233;0.517;0.354;basal
Moorea_2;40;233;0.455;0.243;basal
Moorea_2;40;233;0.528;0.269;basal
Moorea_2;40;233;0.563;0.686;basal
Moorea_2;40;233;0.485;0.248;basal
Moorea_2;40;233;0.576;0.302;basal
Moorea_2;40;233;0.682;0.22;basal
Moorea_2;40;232;0.664;0.364;apical
Moorea_2;40;232;0.649;0.139;apical
Moorea_2;40;232;0.723;0.223;apical
Moorea_2;40;232;0.883;0.336;apical
Moorea_2;40;232;0.879;0.203;apical
Moorea_2;40;232;0.862;0.325;apical
Moorea_2;40;232;0.727;0.443;apical
Moorea_2;40;232;0.517;0.537;apical
Moorea_2;40;232;0.583;0.19;apical
Moorea_2;40;232;0.917;0.375;apical
Moorea_2;40;232;0.433;0.502;basal
Moorea_2;40;232;0.671;0.492;basal
Moorea_2;40;232;0.605;0.258;basal
Moorea_2;40;232;0.722;0.293;basal
Moorea_2;40;232;0.578;0.444;basal
Moorea_2;40;232;0.596;0.59;basal
Moorea_2;40;232;0.676;0.234;basal
Moorea_2;40;232;0.672;0.531;basal
