// DEFI Series
// CSV File
// Firmware Version 1.02
// Software Version 1.03
[Head]
SondeName=DEFI2-L
SondeNo=0B2P015
SensorType=Q2B0
SensorType2=0102
SensorType3=60
Channel=2
Interval=300
SampleCnt=2301
StartTime=2018/09/19 11:00:00
EndTime=2018/09/27 10:40:00
StopTime=2018/09/27 10:43:16
Status=01000
DepAdjRho=1.0250
ImmersionEN=1
CoefDate=2018/05/23
Immersion_Effect=1.39
Ch1=+8.768397e+03,-1.351438e-01,+0.000000e+00,+0.000000e+00,+0.000000e+00,+0.000000e+00,+0.000000e+00,+0.000000e+00,
Ch2=+1.169766e-02,+8.109043e-04,+0.000000e+00,+0.000000e+00,+0.000000e+00,+0.000000e+00,+0.000000e+00,+0.000000e+00,
[Item]
TimeStamp,Quantum [umol/(m^2s)],Batt. [V],
2018/09/19 11:00:00,1.5,1.48,
2018/09/19 11:05:00,1.4,1.48,
2018/09/19 11:10:00,1.2,1.48,
2018/09/19 11:15:00,1.3,1.49,
2018/09/19 11:20:00,1.4,1.49,
2018/09/19 11:25:00,1.5,1.49,
2018/09/19 11:30:00,1.4,1.50,
2018/09/19 11:35:00,2.3,1.49,
2018/09/19 11:40:00,2.0,1.50,
2018/09/19 11:45:00,4.3,1.50,
2018/09/19 11:50:00,2.2,1.50,
2018/09/19 11:55:00,438.5,1.49,
2018/09/19 12:00:00,295.3,1.50,
2018/09/19 12:05:00,368.3,1.50,
2018/09/19 12:10:00,455.3,1.50,
2018/09/19 12:15:00,424.6,1.49,
2018/09/19 12:20:00,267.2,1.50,
2018/09/19 12:25:00,237.9,1.49,
2018/09/19 12:30:00,177.1,1.50,
2018/09/19 12:35:00,115.6,1.50,
2018/09/19 12:40:00,76.0,1.50,
2018/09/19 12:45:00,70.3,1.50,
2018/09/19 12:50:00,71.7,1.50,
2018/09/19 12:55:00,74.0,1.49,
2018/09/19 13:00:00,86.4,1.50,
2018/09/19 13:05:00,93.0,1.50,
2018/09/19 13:10:00,95.6,1.50,
2018/09/19 13:15:00,79.4,1.50,
2018/09/19 13:20:00,74.2,1.50,
2018/09/19 13:25:00,66.6,1.50,
2018/09/19 13:30:00,62.4,1.50,
2018/09/19 13:35:00,60.5,1.50,
2018/09/19 13:40:00,57.1,1.49,
2018/09/19 13:45:00,46.9,1.49,
2018/09/19 13:50:00,50.2,1.50,
2018/09/19 13:55:00,57.6,1.49,
2018/09/19 14:00:00,64.6,1.50,
2018/09/19 14:05:00,70.8,1.49,
2018/09/19 14:10:00,73.4,1.50,
2018/09/19 14:15:00,71.3,1.49,
2018/09/19 14:20:00,86.7,1.50,
2018/09/19 14:25:00,87.6,1.50,
2018/09/19 14:30:00,119.3,1.50,
2018/09/19 14:35:00,109.3,1.50,
2018/09/19 14:40:00,80.0,1.50,
2018/09/19 14:45:00,136.8,1.50,
2018/09/19 14:50:00,121.1,1.50,
2018/09/19 14:55:00,114.8,1.49,
2018/09/19 15:00:00,123.5,1.49,
2018/09/19 15:05:00,101.9,1.50,
2018/09/19 15:10:00,82.1,1.50,
2018/09/19 15:15:00,87.0,1.50,
2018/09/19 15:20:00,116.7,1.49,
2018/09/19 15:25:00,129.5,1.50,
2018/09/19 15:30:00,136.0,1.50,
2018/09/19 15:35:00,127.6,1.50,
2018/09/19 15:40:00,117.2,1.50,
2018/09/19 15:45:00,103.7,1.50,
2018/09/19 15:50:00,95.2,1.50,
2018/09/19 15:55:00,92.9,1.50,
2018/09/19 16:00:00,80.2,1.49,
2018/09/19 16:05:00,78.4,1.50,
2018/09/19 16:10:00,87.5,1.50,
2018/09/19 16:15:00,122.4,1.50,
2018/09/19 16:20:00,82.6,1.50,
2018/09/19 16:25:00,112.7,1.50,
2018/09/19 16:30:00,68.6,1.49,
2018/09/19 16:35:00,59.4,1.50,
2018/09/19 16:40:00,47.2,1.49,
2018/09/19 16:45:00,43.2,1.49,
2018/09/19 16:50:00,40.5,1.49,
2018/09/19 16:55:00,28.2,1.49,
2018/09/19 17:00:00,19.6,1.50,
2018/09/19 17:05:00,15.9,1.49,
2018/09/19 17:10:00,13.8,1.49,
2018/09/19 17:15:00,11.2,1.49,
2018/09/19 17:20:00,10.2,1.49,
2018/09/19 17:25:00,10.1,1.49,
2018/09/19 17:30:00,10.4,1.49,
2018/09/19 17:35:00,13.1,1.49,
2018/09/19 17:40:00,10.7,1.49,
2018/09/19 17:45:00,7.3,1.50,
2018/09/19 17:50:00,6.5,1.50,
2018/09/19 17:55:00,4.5,1.50,
2018/09/19 18:00:00,2.6,1.50,
2018/09/19 18:05:00,2.1,1.50,
2018/09/19 18:10:00,1.7,1.50,
2018/09/19 18:15:00,1.4,1.50,
2018/09/19 18:20:00,1.3,1.50,
2018/09/19 18:25:00,1.4,1.50,
2018/09/19 18:30:00,1.3,1.50,
2018/09/19 18:35:00,1.3,1.50,
2018/09/19 18:40:00,1.2,1.50,
2018/09/19 18:45:00,1.3,1.49,
2018/09/19 18:50:00,1.1,1.50,
2018/09/19 18:55:00,1.3,1.50,
2018/09/19 19:00:00,1.3,1.49,
2018/09/19 19:05:00,1.3,1.49,
2018/09/19 19:10:00,1.3,1.50,
