ID_LAB,Island_Site,Depth,Extraction,δ13C,δ15N,Ratio_C_N,Delta13C_Pol_Zoox,Delta15N_Pol_Zoox,Ratio13C_Pol_Zoox,Ratio15N_Pol_Zoox
2585,Rangiroa_3,40,Polyps,-17.65,10.51,2.875,0.740000000000002,0.41,0.959760739532354,1.04059405940594
2586,Rangiroa_3,40,Zoox,-18.4,8.56,5.344827586206897,0.859999999999999,-1.05,0.953260869565217,0.877336448598131
2586,Rangiroa_3,40,Polyps,-17.54,7.51,3.0000000000000004,0.859999999999999,-1.05,0.953260869565217,0.877336448598131
2587,Rangiroa_3,40,Polyps,-15.84,16.37,3.888888888888889,-0.140000000000001,2.58,1.00891719745223,1.18709209572154
2587,Rangiroa_3,40,Zoox,-15.7,13.79,5.264150943396226,-0.140000000000001,2.58,1.00891719745223,1.18709209572154
2588,Rangiroa_3,40,Zoox,-17.08,9.97,5.874999999999999,0.559999999999999,-1.69,0.967213114754098,0.83049147442327
2588,Rangiroa_3,40,Polyps,-16.52,8.28,4,0.559999999999999,-1.69,0.967213114754098,0.83049147442327
2589,Rangiroa_3,40,Zoox,-19.31,8.96,5.3478260869565215,0.209999999999997,0.459999999999999,0.989124805800104,1.05133928571429
2589,Rangiroa_3,40,Polyps,-19.1,9.42,3.2857142857142856,0.209999999999997,0.459999999999999,0.989124805800104,1.05133928571429
2591,Rangiroa_3,40,Polyps,-18.19,9.67,4.857142857142857,-0.150000000000002,-0.140000000000001,1.00831485587583,0.985728848114169
2591,Rangiroa_3,40,Zoox,-18.04,9.81,5.341463414634147,-0.150000000000002,-0.140000000000001,1.00831485587583,0.985728848114169
2592,Rangiroa_3,40,Polyps,-19.01,9.4,4.285714285714286,0.419999999999998,0.41,0.97838394235718,1.04560622914349
2592,Rangiroa_3,40,Zoox,-19.43,8.99,6.076923076923077,0.419999999999998,0.41,0.97838394235718,1.04560622914349
2594,Rangiroa_3,6,Polyps,-15.38,10.63,5.4,-0.42,0.100000000000001,1.02807486631016,1.00949667616334
2594,Rangiroa_3,6,Zoox,-14.96,10.53,6.146341463414634,-0.42,0.100000000000001,1.02807486631016,1.00949667616334
2595,Rangiroa_3,6,Zoox,-16.26,10.31,6.521739130434782,0.0300000000000011,-0.110000000000001,0.998154981549815,0.98933074684772
2595,Rangiroa_3,6,Polyps,-16.23,10.2,4,0.0300000000000011,-0.110000000000001,0.998154981549815,0.98933074684772
2596,Rangiroa_3,6,Polyps,-12.77,21.11,3.3333333333333335,0.0700000000000003,10.51,0.994548286604361,1.99150943396226
2596,Rangiroa_3,6,Zoox,-12.84,10.6,6.829268292682927,0.0700000000000003,10.51,0.994548286604361,1.99150943396226
2597,Rangiroa_3,6,Zoox,-15.2,10.88,4.672413793103448,-0.370000000000001,-3.08,1.02434210526316,0.716911764705882
2597,Rangiroa_3,6,Polyps,-15.57,7.8,6.5,-0.370000000000001,-3.08,1.02434210526316,0.716911764705882
2598,Rangiroa_3,6,Zoox,-14.27,11.03,6.842105263157896,0.0499999999999989,5.54,0.996496145760336,1.50226654578423
2598,Rangiroa_3,6,Polyps,-14.22,16.57,4,0.0499999999999989,5.54,0.996496145760336,1.50226654578423
2599,Rangiroa_3,6,Polyps,-15.26,9.23,3.857142857142857,-0.0999999999999996,-1.65,1.0065963060686,0.848345588235294
2599,Rangiroa_3,6,Zoox,-15.16,10.88,6.666666666666667,-0.0999999999999996,-1.65,1.0065963060686,0.848345588235294
2600,Rangiroa_3,6,Zoox,-15.3,17.8,5.517241379310345,-0.369999999999999,-13.52,1.02418300653595,0.240449438202247
2600,Rangiroa_3,6,Polyps,-15.67,4.28,3.6249999999999996,-0.369999999999999,-13.52,1.02418300653595,0.240449438202247
2601,Rangiroa_3,6,Zoox,-14.36,10.74,6.138888888888889,-0.26,-1.35,1.01810584958217,0.874301675977654
2601,Rangiroa_3,6,Polyps,-14.62,9.39,4,-0.26,-1.35,1.01810584958217,0.874301675977654
2602,Rangiroa_3,6,Polyps,-15.58,0.62,3.6249999999999996,0.529999999999999,-7.04,0.967101179391682,0.0809399477806789
2602,Rangiroa_3,6,Zoox,-16.11,7.66,5.914285714285715,0.529999999999999,-7.04,0.967101179391682,0.0809399477806789
920,Bora_2,20,Polyps,-17.84,3.87,4.6,0.960000000000001,-0.46,0.948936170212766,0.893764434180139
920,Bora_2,20,Zoox,-18.8,4.33,5.225806451612904,0.960000000000001,-0.46,0.948936170212766,0.893764434180139
921,Bora_2,20,Polyps,-16.88,6.91,3.714285714285714,0.510000000000002,2.12,0.970672800460034,1.44258872651357
921,Bora_2,20,Zoox,-17.39,4.79,5.5,0.510000000000002,2.12,0.970672800460034,1.44258872651357
922,Bora_2,20,Polyps,-15.95,3.67,3.2222222222222223,0.690000000000001,-1.66,0.958533653846154,0.688555347091932
922,Bora_2,20,Zoox,-16.64,5.33,5.261904761904762,0.690000000000001,-1.66,0.958533653846154,0.688555347091932
923,Bora_2,20,Polyps,-15.79,2.24,2.75,0.530000000000001,-3.09,0.967524509803921,0.420262664165103
923,Bora_2,20,Zoox,-16.32,5.33,6.4561403508771935,0.530000000000001,-3.09,0.967524509803921,0.420262664165103
925,Bora_2,20,Polyps,-15.46,6.37,4.8,0.389999999999999,1.63,0.975394321766562,1.34388185654008
925,Bora_2,20,Zoox,-15.85,4.74,6.333333333333333,0.389999999999999,1.63,0.975394321766562,1.34388185654008
926,Bora_2,20,Zoox,-15.5,4.78,5.421052631578948,-0.0500000000000007,3.68,1.00322580645161,1.76987447698745
926,Bora_2,20,Polyps,-15.55,8.46,2.75,-0.0500000000000007,3.68,1.00322580645161,1.76987447698745
