ID_LAB,Island_Site,Depth,Extraction,δ13C,δ15N,Ratio_C_N,Delta13C_Pol_Zoox,Delta15N_Pol_Zoox,Ratio13C_Pol_Zoox,Ratio15N_Pol_Zoox
852,Bora_2,40,Zoox,-18.82,4.83,5.857142857142858,0.609999999999999,-0.14,0.967587672688629,0.971014492753623
853,Bora_2,40,Polyps,-18.24,5.51,4.3999999999999995,0.5,0.29,0.973319103521878,1.05555555555556
853,Bora_2,40,Zoox,-18.74,5.22,5.666666666666667,0.5,0.29,0.973319103521878,1.05555555555556
854,Bora_2,40,Zoox,-18.11,5.53,5.904761904761905,-0.219999999999999,-0.44,1.01214798453893,0.920433996383363
854,Bora_2,40,Polyps,-18.33,5.09,4,-0.219999999999999,-0.44,1.01214798453893,0.920433996383363
855,Bora_2,40,Zoox,-17.67,5.69,5.787878787878787,0.450000000000003,-2.36,0.974533106960951,0.585237258347979
855,Bora_2,40,Polyps,-17.22,3.33,3.75,0.450000000000003,-2.36,0.974533106960951,0.585237258347979
856,Bora_2,40,Zoox,-19.12,5.39,5.689655172413794,1.16,-1.26,0.939330543933054,0.766233766233766
856,Bora_2,40,Polyps,-17.96,4.13,3.857142857142857,1.16,-1.26,0.939330543933054,0.766233766233766
909,Bora_2,90,Polyps,-21.5,3.47,3.75,-0.539999999999999,-2.08,1.02576335877863,0.625225225225225
909,Bora_2,90,Zoox,-20.96,5.55,6.166666666666668,-0.539999999999999,-2.08,1.02576335877863,0.625225225225225
910,Bora_2,90,Zoox,-21.57,5.12,5.823529411764706,0.390000000000001,0.27,0.98191933240612,1.052734375
910,Bora_2,90,Polyps,-21.18,5.39,5,0.390000000000001,0.27,0.98191933240612,1.052734375
911,Bora_2,90,Zoox,-23.17,6.04,5.625,0.210000000000001,1.1,0.990936555891239,1.18211920529801
911,Bora_2,90,Polyps,-22.96,7.14,3.5000000000000004,0.210000000000001,1.1,0.990936555891239,1.18211920529801
912,Bora_2,90,Zoox,-20.39,4.8,6.750000000000001,-0.539999999999999,0.0300000000000002,1.02648357037764,1.00625
912,Bora_2,90,Polyps,-20.93,4.83,4.25,-0.539999999999999,0.0300000000000002,1.02648357037764,1.00625
913,Bora_2,90,Zoox,-22.01,5.7,6.636363636363636,0.630000000000003,-0.98,0.971376646978646,0.828070175438596
913,Bora_2,90,Polyps,-21.38,4.72,4.333333333333334,0.630000000000003,-0.98,0.971376646978646,0.828070175438596
914,Bora_2,90,Polyps,-21.09,5.34,4.75,-0.460000000000001,-0.140000000000001,1.02229762481823,0.974452554744525
914,Bora_2,90,Zoox,-20.63,5.48,5.9375,-0.460000000000001,-0.140000000000001,1.02229762481823,0.974452554744525
915,Bora_2,90,Polyps,-20.84,5.37,6.25,-0.0799999999999983,0.42,1.00385356454721,1.08484848484848
915,Bora_2,90,Zoox,-20.76,4.95,7.333333333333334,-0.0799999999999983,0.42,1.00385356454721,1.08484848484848
916,Bora_2,90,Polyps,-21.76,4.46,5,-0.290000000000003,0.13,1.01350721937587,1.03002309468822
916,Bora_2,90,Zoox,-21.47,4.33,6.1,-0.290000000000003,0.13,1.01350721937587,1.03002309468822
917,Bora_2,90,Polyps,-21.08,6.01,4.500000000000001,0.800000000000001,0.0899999999999999,0.963436928702011,1.0152027027027
917,Bora_2,90,Zoox,-21.88,5.92,6.750000000000001,0.800000000000001,0.0899999999999999,0.963436928702011,1.0152027027027
918,Bora_2,90,Zoox,-19.97,5.99,5.833333333333334,-0.0100000000000016,-0.32,1.00050075112669,0.946577629382304
918,Bora_2,90,Polyps,-19.98,5.67,3.75,-0.0100000000000016,-0.32,1.00050075112669,0.946577629382304
93,Moorea_2,90,Zoox,-20.57,4.41,5.833333333333333,-0.640000000000001,-2.03,1.03111327175498,0.53968253968254
93,Moorea_2,90,Polyps,-21.21,2.38,4.333333333333334,-0.640000000000001,-2.03,1.03111327175498,0.53968253968254
94,Moorea_2,77,Polyps,-21.09,3.98,5.666666666666667,-0.199999999999999,0.14,1.00957395883198,1.03645833333333
94,Moorea_2,77,Zoox,-20.89,3.84,6.333333333333333,-0.199999999999999,0.14,1.00957395883198,1.03645833333333
95,Moorea_2,77,Polyps,-19.85,3.33,4.5,-0.360000000000003,-0.2,1.01847101077476,0.943342776203966
95,Moorea_2,77,Zoox,-19.49,3.53,6.454545454545454,-0.360000000000003,-0.2,1.01847101077476,0.943342776203966
96,Moorea_2,90,Zoox,-21.34,1.39,4.3999999999999995,-0.129999999999999,0.97,1.00609184629803,1.6978417266187
