// DEFI Series
// CSV File
// Firmware Version 1.02
// Software Version 1.03
[Head]
SondeName=DEFI2-L
SondeNo=0B2P016
SensorType=Q2B0
SensorType2=0102
SensorType3=60
Channel=2
Interval=300
SampleCnt=2081
StartTime=2018/11/05 11:00:00
EndTime=2018/11/12 16:20:00
StopTime=2018/11/12 16:22:07
Status=01000
DepAdjRho=1.0250
ImmersionEN=1
CoefDate=2018/05/23
Immersion_Effect=1.41
Ch1=+8.509383e+03,-1.311739e-01,+0.000000e+00,+0.000000e+00,+0.000000e+00,+0.000000e+00,+0.000000e+00,+0.000000e+00,
Ch2=+1.169766e-02,+8.109043e-04,+0.000000e+00,+0.000000e+00,+0.000000e+00,+0.000000e+00,+0.000000e+00,+0.000000e+00,
[Item]
TimeStamp,Quantum [umol/(m^2s)],Batt. [V],
2018/11/05 11:00:00,2.6,1.43,
2018/11/05 11:05:00,1.3,1.44,
2018/11/05 11:10:00,4.2,1.43,
2018/11/05 11:15:00,2.0,1.43,
2018/11/05 11:20:00,4.1,1.43,
2018/11/05 11:25:00,4.9,1.43,
2018/11/05 11:30:00,17.5,1.43,
2018/11/05 11:35:00,2.0,1.43,
2018/11/05 11:40:00,1.1,1.43,
2018/11/05 11:45:00,5.0,1.43,
2018/11/05 11:50:00,11.5,1.43,
2018/11/05 11:55:00,189.8,1.43,
2018/11/05 12:00:00,53.4,1.43,
2018/11/05 12:05:00,180.1,1.43,
2018/11/05 12:10:00,156.4,1.43,
2018/11/05 12:15:00,127.3,1.43,
2018/11/05 12:20:00,160.4,1.43,
2018/11/05 12:25:00,131.0,1.43,
2018/11/05 12:30:00,67.8,1.43,
2018/11/05 12:35:00,121.8,1.43,
2018/11/05 12:40:00,147.8,1.43,
2018/11/05 12:45:00,101.8,1.43,
2018/11/05 12:50:00,55.9,1.43,
2018/11/05 12:55:00,78.7,1.43,
2018/11/05 13:00:00,57.5,1.43,
2018/11/05 13:05:00,141.3,1.43,
2018/11/05 13:10:00,81.0,1.43,
2018/11/05 13:15:00,110.0,1.43,
2018/11/05 13:20:00,75.6,1.43,
2018/11/05 13:25:00,34.8,1.43,
2018/11/05 13:30:00,54.5,1.43,
2018/11/05 13:35:00,43.0,1.43,
2018/11/05 13:40:00,37.4,1.43,
2018/11/05 13:45:00,26.0,1.43,
2018/11/05 13:50:00,37.4,1.43,
2018/11/05 13:55:00,37.1,1.43,
2018/11/05 14:00:00,78.4,1.43,
2018/11/05 14:05:00,40.8,1.43,
2018/11/05 14:10:00,34.4,1.43,
2018/11/05 14:15:00,68.1,1.44,
2018/11/05 14:20:00,58.5,1.43,
2018/11/05 14:25:00,62.3,1.43,
2018/11/05 14:30:00,48.7,1.43,
2018/11/05 14:35:00,51.8,1.43,
2018/11/05 14:40:00,44.2,1.43,
2018/11/05 14:45:00,24.1,1.43,
2018/11/05 14:50:00,42.7,1.43,
2018/11/05 14:55:00,28.5,1.43,
2018/11/05 15:00:00,30.5,1.43,
2018/11/05 15:05:00,33.4,1.43,
2018/11/05 15:10:00,30.0,1.43,
2018/11/05 15:15:00,23.6,1.44,
2018/11/05 15:20:00,17.7,1.43,
2018/11/05 15:25:00,20.8,1.43,
2018/11/05 15:30:00,21.7,1.43,
2018/11/05 15:35:00,25.5,1.43,
2018/11/05 15:40:00,21.9,1.43,
2018/11/05 15:45:00,20.3,1.43,
2018/11/05 15:50:00,16.6,1.43,
2018/11/05 15:55:00,13.6,1.43,
2018/11/05 16:00:00,11.9,1.43,
2018/11/05 16:05:00,9.5,1.43,
2018/11/05 16:10:00,9.4,1.43,
2018/11/05 16:15:00,9.4,1.43,
2018/11/05 16:20:00,8.7,1.43,
2018/11/05 16:25:00,6.9,1.43,
2018/11/05 16:30:00,5.2,1.43,
2018/11/05 16:35:00,4.2,1.43,
2018/11/05 16:40:00,3.1,1.43,
2018/11/05 16:45:00,2.3,1.43,
2018/11/05 16:50:00,1.5,1.43,
2018/11/05 16:55:00,1.0,1.43,
2018/11/05 17:00:00,0.9,1.43,
2018/11/05 17:05:00,0.8,1.43,
