"Plot Title: 20385335_RAN3_20m_temp_light"
"#","Date Time, GMT+01:00","Temp, °C (LGR S/N: 20385335, SEN S/N: 20385335)","Intensity, Lux (LGR S/N: 20385335, SEN S/N: 20385335)","Coupler Attached (LGR S/N: 20385335)","Coupler Detached (LGR S/N: 20385335)","Host Connected (LGR S/N: 20385335)","Stopped (LGR S/N: 20385335)","End Of File (LGR S/N: 20385335)"
328,18/11/06 14:15:00,29.152,1313.2,,,,,
329,18/11/06 14:20:00,29.053,1259.4,,,,,
330,18/11/06 14:25:00,29.053,1108.7,,,,,
331,18/11/06 14:30:00,29.053,1194.8,,,,,
332,18/11/06 14:35:00,29.053,1324.0,,,,,
333,18/11/06 14:40:00,29.053,1162.5,,,,,
334,18/11/06 14:45:00,29.053,1044.1,,,,,
335,18/11/06 14:50:00,29.053,1022.6,,,,,
336,18/11/06 14:55:00,29.053,1054.9,,,,,
337,18/11/06 15:00:00,28.953,968.8,,,,,
338,18/11/06 15:05:00,28.953,914.9,,,,,
339,18/11/06 15:10:00,28.953,871.9,,,,,
340,18/11/06 15:15:00,28.953,796.5,,,,,
341,18/11/06 15:20:00,28.953,775.0,,,,,
342,18/11/06 15:25:00,28.953,775.0,,,,,
343,18/11/06 15:30:00,28.953,721.2,,,,,
344,18/11/06 15:35:00,28.953,688.9,,,,,
345,18/11/06 15:40:00,28.953,635.1,,,,,
346,18/11/06 15:45:00,28.953,613.5,,,,,
347,18/11/06 15:50:00,28.853,570.5,,,,,
348,18/11/06 15:55:00,28.853,538.2,,,,,
349,18/11/06 16:00:00,28.853,484.4,,,,,
350,18/11/06 16:05:00,28.853,484.4,,,,,
351,18/11/06 16:10:00,28.853,430.6,,,,,
352,18/11/06 16:15:00,28.853,409.0,,,,,
353,18/11/06 16:20:00,28.853,366.0,,,,,
354,18/11/06 16:25:00,28.754,269.1,,,,,
355,18/11/06 16:30:00,28.754,247.6,,,,,
356,18/11/06 16:35:00,28.754,204.5,,,,,
357,18/11/06 16:40:00,28.754,150.7,,,,,
358,18/11/06 16:45:00,28.754,96.9,,,,,
359,18/11/06 16:50:00,28.754,53.8,,,,,
360,18/11/06 16:55:00,28.754,21.5,,,,,
361,18/11/06 17:00:00,28.754,0.0,,,,,
362,18/11/06 17:05:00,28.754,0.0,,,,,
363,18/11/06 17:10:00,28.754,0.0,,,,,
364,18/11/06 17:15:00,28.754,0.0,,,,,
365,18/11/06 17:20:00,28.754,0.0,,,,,
366,18/11/06 17:25:00,28.754,0.0,,,,,
367,18/11/06 17:30:00,28.754,0.0,,,,,
368,18/11/06 17:35:00,28.754,0.0,,,,,
369,18/11/06 17:40:00,28.754,0.0,,,,,
370,18/11/06 17:45:00,28.754,0.0,,,,,
371,18/11/06 17:50:00,28.754,0.0,,,,,
372,18/11/06 17:55:00,28.754,0.0,,,,,
373,18/11/06 18:00:00,28.754,0.0,,,,,
374,18/11/06 18:05:00,28.754,0.0,,,,,
