// DEFI Series
// CSV File
// Firmware Version 1.02
// Software Version 1.03
[Head]
SondeName=DEFI2-L
SondeNo=0B2P013
SensorType=Q2B0
SensorType2=0102
SensorType3=60
Channel=2
Interval=300
SampleCnt=2080
StartTime=2018/11/05 11:00:00
EndTime=2018/11/12 16:15:00
StopTime=2018/11/12 16:18:18
Status=01000
DepAdjRho=1.0250
ImmersionEN=1
CoefDate=2018/05/23
Immersion_Effect=1.4
Ch1=+8.833390e+03,-1.361581e-01,+0.000000e+00,+0.000000e+00,+0.000000e+00,+0.000000e+00,+0.000000e+00,+0.000000e+00,
Ch2=+1.169766e-02,+8.109043e-04,+0.000000e+00,+0.000000e+00,+0.000000e+00,+0.000000e+00,+0.000000e+00,+0.000000e+00,
[Item]
TimeStamp,Quantum [umol/(m^2s)],Batt. [V],
2018/11/05 11:00:00,1.6,1.51,
2018/11/05 11:05:00,1.5,1.51,
2018/11/05 11:10:00,10.1,1.51,
2018/11/05 11:15:00,1.7,1.51,
2018/11/05 11:20:00,1.7,1.51,
2018/11/05 11:25:00,3.2,1.51,
2018/11/05 11:30:00,7.7,1.51,
2018/11/05 11:35:00,8.2,1.51,
2018/11/05 11:40:00,1.6,1.51,
2018/11/05 11:45:00,1.5,1.51,
2018/11/05 11:50:00,33.4,1.51,
2018/11/05 11:55:00,83.7,1.51,
2018/11/05 12:00:00,22.6,1.51,
2018/11/05 12:05:00,84.1,1.51,
2018/11/05 12:10:00,75.5,1.51,
2018/11/05 12:15:00,56.3,1.51,
2018/11/05 12:20:00,69.0,1.51,
2018/11/05 12:25:00,59.2,1.51,
2018/11/05 12:30:00,29.9,1.51,
2018/11/05 12:35:00,55.5,1.51,
2018/11/05 12:40:00,62.8,1.50,
2018/11/05 12:45:00,43.4,1.51,
2018/11/05 12:50:00,24.5,1.51,
2018/11/05 12:55:00,35.4,1.51,
2018/11/05 13:00:00,24.7,1.51,
2018/11/05 13:05:00,59.3,1.51,
2018/11/05 13:10:00,29.8,1.51,
2018/11/05 13:15:00,47.1,1.51,
2018/11/05 13:20:00,32.2,1.51,
2018/11/05 13:25:00,14.8,1.51,
2018/11/05 13:30:00,23.5,1.51,
2018/11/05 13:35:00,19.0,1.51,
2018/11/05 13:40:00,16.8,1.51,
2018/11/05 13:45:00,11.8,1.51,
2018/11/05 13:50:00,16.7,1.51,
2018/11/05 13:55:00,16.8,1.51,
2018/11/05 14:00:00,32.2,1.51,
2018/11/05 14:05:00,18.8,1.51,
2018/11/05 14:10:00,15.6,1.51,
2018/11/05 14:15:00,31.0,1.51,
2018/11/05 14:20:00,26.8,1.51,
2018/11/05 14:25:00,27.0,1.51,
2018/11/05 14:30:00,21.6,1.51,
2018/11/05 14:35:00,23.5,1.51,
2018/11/05 14:40:00,20.5,1.51,
2018/11/05 14:45:00,11.5,1.51,
2018/11/05 14:50:00,20.1,1.51,
2018/11/05 14:55:00,14.3,1.51,
2018/11/05 15:00:00,14.7,1.51,
2018/11/05 15:05:00,15.9,1.51,
2018/11/05 15:10:00,14.4,1.51,
2018/11/05 15:15:00,10.7,1.51,
2018/11/05 15:20:00,8.3,1.51,
2018/11/05 15:25:00,9.8,1.51,
