// DEFI Series
// CSV File
// Firmware Version 1.02
// Software Version 1.03
[Head]
SondeName=DEFI2-L
SondeNo=0B2P015
SensorType=Q2B0
SensorType2=0102
SensorType3=60
Channel=2
Interval=300
SampleCnt=1000
StartTime=2018/09/04 11:00:00
EndTime=2018/09/07 22:15:00
StopTime=2018/09/07 22:18:33
Status=01000
DepAdjRho=1.0250
ImmersionEN=1
CoefDate=2018/05/23
Immersion_Effect=1.39
Ch1=+8.768397e+03,-1.351438e-01,+0.000000e+00,+0.000000e+00,+0.000000e+00,+0.000000e+00,+0.000000e+00,+0.000000e+00,
Ch2=+1.169766e-02,+8.109043e-04,+0.000000e+00,+0.000000e+00,+0.000000e+00,+0.000000e+00,+0.000000e+00,+0.000000e+00,
[Item]
TimeStamp,Quantum [umol/(m^2s)],Batt. [V],
2018/09/04 11:00:00,284.4,1.50,
2018/09/04 11:05:00,287.6,1.50,
2018/09/04 11:10:00,270.4,1.50,
2018/09/04 11:15:00,339.4,1.51,
2018/09/04 11:20:00,356.5,1.51,
2018/09/04 11:25:00,269.7,1.51,
2018/09/04 11:30:00,287.6,1.51,
2018/09/04 11:35:00,307.2,1.51,
2018/09/04 11:40:00,285.4,1.51,
2018/09/04 11:45:00,205.4,1.51,
2018/09/04 11:50:00,226.1,1.51,
2018/09/04 11:55:00,227.5,1.51,
2018/09/04 12:00:00,166.9,1.51,
2018/09/04 12:05:00,166.6,1.51,
2018/09/04 12:10:00,191.7,1.51,
2018/09/04 12:15:00,265.4,1.51,
2018/09/04 12:20:00,194.9,1.51,
2018/09/04 12:25:00,144.2,1.51,
2018/09/04 12:30:00,127.7,1.50,
2018/09/04 12:35:00,79.9,1.51,
2018/09/04 12:40:00,84.4,1.51,
2018/09/04 12:45:00,68.8,1.51,
2018/09/04 12:50:00,61.2,1.51,
2018/09/04 12:55:00,76.0,1.51,
2018/09/04 13:00:00,83.9,1.51,
2018/09/04 13:05:00,118.1,1.51,
2018/09/04 13:10:00,121.5,1.51,
2018/09/04 13:15:00,119.3,1.50,
2018/09/04 13:20:00,104.7,1.51,
2018/09/04 13:25:00,89.5,1.51,
2018/09/04 13:30:00,75.5,1.51,
2018/09/04 13:35:00,64.9,1.50,
2018/09/04 13:40:00,57.9,1.50,
2018/09/04 13:45:00,44.3,1.50,
2018/09/04 13:50:00,36.2,1.50,
2018/09/04 13:55:00,37.0,1.51,
2018/09/04 14:00:00,37.1,1.50,
2018/09/04 14:05:00,34.9,1.50,
2018/09/04 14:10:00,39.3,1.51,
2018/09/04 14:15:00,51.7,1.51,
2018/09/04 14:20:00,58.6,1.51,
2018/09/04 14:25:00,62.4,1.51,
2018/09/04 14:30:00,72.2,1.51,
2018/09/04 14:35:00,74.6,1.50,
2018/09/04 14:40:00,80.4,1.51,
2018/09/04 14:45:00,88.0,1.50,
2018/09/04 14:50:00,104.8,1.50,
2018/09/04 14:55:00,97.1,1.50,
2018/09/04 15:00:00,127.6,1.51,
2018/09/04 15:05:00,160.5,1.51,
2018/09/04 15:10:00,150.3,1.50,
2018/09/04 15:15:00,175.5,1.50,
2018/09/04 15:20:00,162.3,1.51,
2018/09/04 15:25:00,73.0,1.51,
2018/09/04 15:30:00,135.2,1.51,
2018/09/04 15:35:00,125.0,1.51,
2018/09/04 15:40:00,112.8,1.51,
2018/09/04 15:45:00,105.8,1.50,
2018/09/04 15:50:00,108.2,1.50,
2018/09/04 15:55:00,96.0,1.51,
2018/09/04 16:00:00,89.4,1.51,
2018/09/04 16:05:00,100.8,1.50,
2018/09/04 16:10:00,84.7,1.50,
2018/09/04 16:15:00,84.6,1.51,
2018/09/04 16:20:00,78.4,1.50,
2018/09/04 16:25:00,62.2,1.50,
2018/09/04 16:30:00,60.4,1.50,
2018/09/04 16:35:00,53.7,1.50,
2018/09/04 16:40:00,49.8,1.50,
2018/09/04 16:45:00,45.6,1.50,
2018/09/04 16:50:00,45.3,1.51,
2018/09/04 16:55:00,33.3,1.51,
2018/09/04 17:00:00,30.0,1.50,
2018/09/04 17:05:00,32.7,1.50,
2018/09/04 17:10:00,25.2,1.51,
2018/09/04 17:15:00,20.5,1.50,
2018/09/04 17:20:00,19.1,1.51,
2018/09/04 17:25:00,15.5,1.50,
2018/09/04 17:30:00,12.9,1.50,
2018/09/04 17:35:00,10.3,1.51,
2018/09/04 17:40:00,7.2,1.50,
2018/09/04 17:45:00,5.6,1.50,
2018/09/04 17:50:00,3.9,1.51,
2018/09/04 17:55:00,2.4,1.50,
2018/09/04 18:00:00,1.8,1.50,
2018/09/04 18:05:00,1.5,1.51,
2018/09/04 18:10:00,1.3,1.50,
2018/09/04 18:15:00,1.3,1.50,
2018/09/04 18:20:00,1.3,1.50,
2018/09/04 18:25:00,1.3,1.50,
2018/09/04 18:30:00,1.2,1.50,
2018/09/04 18:35:00,1.4,1.50,
2018/09/04 18:40:00,1.2,1.50,
2018/09/04 18:45:00,1.3,1.50,
2018/09/04 18:50:00,1.4,1.51,
2018/09/04 18:55:00,1.3,1.51,
2018/09/04 19:00:00,1.3,1.50,
2018/09/04 19:05:00,1.3,1.50,
2018/09/04 19:10:00,1.3,1.50,
2018/09/04 19:15:00,1.3,1.50,
2018/09/04 19:20:00,1.3,1.50,
2018/09/04 19:25:00,1.3,1.51,
2018/09/04 19:30:00,1.2,1.50,
2018/09/04 19:35:00,1.2,1.50,
