// DEFI Series
// CSV File
// Firmware Version 1.02
// Software Version 1.03
[Head]
SondeName=DEFI2-L
SondeNo=0B2P014
SensorType=Q2B0
SensorType2=0102
SensorType3=60
Channel=2
Interval=300
SampleCnt=1000
StartTime=2018/09/04 11:00:00
EndTime=2018/09/07 22:15:00
StopTime=2018/09/07 22:16:36
Status=01000
DepAdjRho=1.0250
ImmersionEN=1
CoefDate=2018/05/23
Immersion_Effect=1.39
Ch1=+8.496486e+03,-1.309549e-01,+0.000000e+00,+0.000000e+00,+0.000000e+00,+0.000000e+00,+0.000000e+00,+0.000000e+00,
Ch2=+1.169766e-02,+8.109043e-04,+0.000000e+00,+0.000000e+00,+0.000000e+00,+0.000000e+00,+0.000000e+00,+0.000000e+00,
[Item]
TimeStamp,Quantum [umol/(m^2s)],Batt. [V],
2018/09/04 11:00:00,17.8,1.44,
2018/09/04 11:05:00,18.9,1.44,
2018/09/04 11:10:00,19.2,1.44,
2018/09/04 11:15:00,19.3,1.44,
2018/09/04 11:20:00,19.4,1.44,
2018/09/04 11:25:00,21.0,1.44,
2018/09/04 11:30:00,21.3,1.44,
2018/09/04 11:35:00,21.9,1.44,
2018/09/04 11:40:00,23.6,1.44,
2018/09/04 11:45:00,21.6,1.44,
2018/09/04 11:50:00,20.9,1.44,
2018/09/04 11:55:00,17.3,1.44,
2018/09/04 12:00:00,13.5,1.44,
2018/09/04 12:05:00,12.4,1.44,
2018/09/04 12:10:00,14.2,1.44,
2018/09/04 12:15:00,27.2,1.45,
2018/09/04 12:20:00,11.4,1.44,
2018/09/04 12:25:00,12.2,1.44,
2018/09/04 12:30:00,10.9,1.44,
2018/09/04 12:35:00,6.4,1.44,
2018/09/04 12:40:00,6.3,1.44,
2018/09/04 12:45:00,6.0,1.44,
2018/09/04 12:50:00,5.0,1.44,
2018/09/04 12:55:00,6.1,1.44,
2018/09/04 13:00:00,6.4,1.44,
2018/09/04 13:05:00,8.6,1.44,
2018/09/04 13:10:00,9.7,1.44,
2018/09/04 13:15:00,10.1,1.44,
2018/09/04 13:20:00,8.9,1.44,
2018/09/04 13:25:00,8.2,1.44,
2018/09/04 13:30:00,6.4,1.44,
2018/09/04 13:35:00,6.2,1.44,
2018/09/04 13:40:00,5.7,1.44,
2018/09/04 13:45:00,4.3,1.44,
2018/09/04 13:50:00,3.7,1.44,
2018/09/04 13:55:00,3.8,1.44,
2018/09/04 14:00:00,3.6,1.44,
2018/09/04 14:05:00,3.5,1.44,
2018/09/04 14:10:00,4.0,1.44,
2018/09/04 14:15:00,4.5,1.44,
2018/09/04 14:20:00,5.6,1.44,
2018/09/04 14:25:00,5.7,1.44,
2018/09/04 14:30:00,6.3,1.44,
2018/09/04 14:35:00,6.3,1.44,
2018/09/04 14:40:00,6.4,1.44,
2018/09/04 14:45:00,6.6,1.44,
2018/09/04 14:50:00,7.9,1.44,
2018/09/04 14:55:00,6.8,1.44,
2018/09/04 15:00:00,6.4,1.44,
2018/09/04 15:05:00,7.8,1.44,
2018/09/04 15:10:00,7.8,1.44,
2018/09/04 15:15:00,10.6,1.44,
2018/09/04 15:20:00,8.4,1.44,
2018/09/04 15:25:00,8.5,1.44,
2018/09/04 15:30:00,8.6,1.44,
2018/09/04 15:35:00,7.4,1.44,
2018/09/04 15:40:00,6.6,1.44,
2018/09/04 15:45:00,6.4,1.44,
2018/09/04 15:50:00,6.3,1.44,
2018/09/04 15:55:00,6.3,1.44,
2018/09/04 16:00:00,5.9,1.44,
2018/09/04 16:05:00,5.7,1.44,
2018/09/04 16:10:00,5.4,1.44,
2018/09/04 16:15:00,4.9,1.44,
2018/09/04 16:20:00,4.7,1.44,
2018/09/04 16:25:00,4.4,1.44,
2018/09/04 16:30:00,4.3,1.44,
2018/09/04 16:35:00,4.1,1.44,
2018/09/04 16:40:00,3.9,1.44,
2018/09/04 16:45:00,3.5,1.44,
2018/09/04 16:50:00,3.2,1.44,
2018/09/04 16:55:00,2.9,1.44,
2018/09/04 17:00:00,2.7,1.44,
2018/09/04 17:05:00,2.5,1.44,
2018/09/04 17:10:00,2.3,1.44,
2018/09/04 17:15:00,2.2,1.44,
2018/09/04 17:20:00,2.2,1.44,
2018/09/04 17:25:00,2.1,1.44,
2018/09/04 17:30:00,2.0,1.44,
2018/09/04 17:35:00,1.9,1.44,
2018/09/04 17:40:00,1.7,1.44,
2018/09/04 17:45:00,1.5,1.44,
2018/09/04 17:50:00,1.4,1.45,
2018/09/04 17:55:00,1.3,1.44,
2018/09/04 18:00:00,1.2,1.44,
2018/09/04 18:05:00,1.2,1.44,
2018/09/04 18:10:00,1.2,1.44,
2018/09/04 18:15:00,1.0,1.45,
2018/09/04 18:20:00,1.1,1.44,
2018/09/04 18:25:00,1.2,1.44,
2018/09/04 18:30:00,1.2,1.44,
2018/09/04 18:35:00,1.1,1.45,
2018/09/04 18:40:00,1.3,1.44,
2018/09/04 18:45:00,1.3,1.44,
2018/09/04 18:50:00,1.2,1.44,
2018/09/04 18:55:00,1.2,1.44,
2018/09/04 19:00:00,1.1,1.44,
2018/09/04 19:05:00,1.1,1.44,
2018/09/04 19:10:00,1.1,1.44,
2018/09/04 19:15:00,1.2,1.44,
2018/09/04 19:20:00,1.3,1.44,
2018/09/04 19:25:00,1.1,1.45,
2018/09/04 19:30:00,1.2,1.44,
2018/09/04 19:35:00,1.2,1.44,
2018/09/04 19:40:00,1.1,1.45,
2018/09/04 19:45:00,1.1,1.44,
2018/09/04 19:50:00,1.2,1.45,
2018/09/04 19:55:00,1.2,1.44,
2018/09/04 20:00:00,1.3,1.44,
2018/09/04 20:05:00,1.2,1.45,
2018/09/04 20:10:00,1.1,1.45,
2018/09/04 20:15:00,1.2,1.45,
2018/09/04 20:20:00,1.3,1.44,
2018/09/04 20:25:00,1.2,1.44,
2018/09/04 20:30:00,1.2,1.44,
2018/09/04 20:35:00,1.3,1.44,
2018/09/04 20:40:00,1.2,1.45,
2018/09/04 20:45:00,1.1,1.44,
2018/09/04 20:50:00,1.1,1.44,
2018/09/04 20:55:00,1.2,1.44,
2018/09/04 21:00:00,1.2,1.44,
2018/09/04 21:05:00,1.2,1.44,
2018/09/04 21:10:00,1.2,1.44,
2018/09/04 21:15:00,1.1,1.45,
2018/09/04 21:20:00,1.1,1.45,
2018/09/04 21:25:00,1.1,1.44,
2018/09/04 21:30:00,1.2,1.44,
2018/09/04 21:35:00,1.3,1.45,
2018/09/04 21:40:00,1.1,1.45,
2018/09/04 21:45:00,1.2,1.44,
2018/09/04 21:50:00,1.2,1.44,
2018/09/04 21:55:00,1.0,1.45,
2018/09/04 22:00:00,1.0,1.45,
