// DEFI Series
// CSV File
// Firmware Version 1.02
// Software Version 1.03
[Head]
SondeName=DEFI2-L
SondeNo=0B2P017
SensorType=Q2B0
SensorType2=0102
SensorType3=60
Channel=2
Interval=300
SampleCnt=997
StartTime=2018/09/04 11:00:00
EndTime=2018/09/07 22:00:00
StopTime=2018/09/07 22:04:09
Status=01000
DepAdjRho=1.0250
ImmersionEN=1
CoefDate=2018/05/23
Immersion_Effect=1.41
Ch1=+8.516010e+03,-1.312680e-01,+0.000000e+00,+0.000000e+00,+0.000000e+00,+0.000000e+00,+0.000000e+00,+0.000000e+00,
Ch2=+1.169766e-02,+8.109043e-04,+0.000000e+00,+0.000000e+00,+0.000000e+00,+0.000000e+00,+0.000000e+00,+0.000000e+00,
[Item]
TimeStamp,Quantum [umol/(m^2s)],Batt. [V],
2018/09/04 11:00:00,6.0,1.52,
2018/09/04 11:05:00,6.0,1.52,
2018/09/04 11:10:00,6.1,1.53,
2018/09/04 11:15:00,6.5,1.53,
2018/09/04 11:20:00,6.6,1.53,
2018/09/04 11:25:00,7.0,1.53,
2018/09/04 11:30:00,6.0,1.53,
2018/09/04 11:35:00,7.8,1.53,
2018/09/04 11:40:00,8.2,1.53,
2018/09/04 11:45:00,7.8,1.53,
2018/09/04 11:50:00,5.8,1.53,
2018/09/04 11:55:00,5.7,1.53,
2018/09/04 12:00:00,4.8,1.53,
2018/09/04 12:05:00,4.2,1.53,
2018/09/04 12:10:00,5.1,1.53,
2018/09/04 12:15:00,8.1,1.53,
2018/09/04 12:20:00,4.1,1.53,
2018/09/04 12:25:00,4.3,1.53,
2018/09/04 12:30:00,3.8,1.53,
2018/09/04 12:35:00,2.6,1.53,
2018/09/04 12:40:00,2.3,1.53,
2018/09/04 12:45:00,2.2,1.53,
2018/09/04 12:50:00,1.9,1.53,
2018/09/04 12:55:00,2.4,1.53,
2018/09/04 13:00:00,2.5,1.53,
2018/09/04 13:05:00,3.2,1.53,
2018/09/04 13:10:00,3.4,1.53,
2018/09/04 13:15:00,3.5,1.53,
2018/09/04 13:20:00,3.3,1.53,
2018/09/04 13:25:00,3.3,1.53,
2018/09/04 13:30:00,2.7,1.53,
2018/09/04 13:35:00,2.4,1.53,
2018/09/04 13:40:00,2.1,1.53,
2018/09/04 13:45:00,1.7,1.53,
2018/09/04 13:50:00,1.5,1.53,
2018/09/04 13:55:00,1.5,1.53,
2018/09/04 14:00:00,1.6,1.53,
