// DEFI Series
// CSV File
// Firmware Version 1.02
// Software Version 1.03
[Head]
SondeName=DEFI2-L
SondeNo=0B2P016
SensorType=Q2B0
SensorType2=0102
SensorType3=60
Channel=2
Interval=300
SampleCnt=999
StartTime=2018/09/04 11:00:00
EndTime=2018/09/07 22:10:00
StopTime=2018/09/07 22:11:50
Status=01000
DepAdjRho=1.0250
ImmersionEN=1
CoefDate=2018/05/23
Immersion_Effect=1.41
Ch1=+8.509383e+03,-1.311739e-01,+0.000000e+00,+0.000000e+00,+0.000000e+00,+0.000000e+00,+0.000000e+00,+0.000000e+00,
Ch2=+1.169766e-02,+8.109043e-04,+0.000000e+00,+0.000000e+00,+0.000000e+00,+0.000000e+00,+0.000000e+00,+0.000000e+00,
[Item]
TimeStamp,Quantum [umol/(m^2s)],Batt. [V],
2018/09/04 11:00:00,128.9,1.46,
2018/09/04 11:05:00,128.5,1.46,
2018/09/04 11:10:00,130.8,1.47,
2018/09/04 11:15:00,134.8,1.47,
2018/09/04 11:20:00,139.3,1.47,
2018/09/04 11:25:00,145.4,1.46,
2018/09/04 11:30:00,131.4,1.47,
2018/09/04 11:35:00,122.5,1.47,
2018/09/04 11:40:00,157.5,1.47,
2018/09/04 11:45:00,77.5,1.47,
2018/09/04 11:50:00,100.0,1.47,
2018/09/04 11:55:00,125.0,1.47,
2018/09/04 12:00:00,80.0,1.47,
2018/09/04 12:05:00,79.1,1.47,
2018/09/04 12:10:00,84.5,1.47,
2018/09/04 12:15:00,126.9,1.47,
2018/09/04 12:20:00,79.7,1.47,
2018/09/04 12:25:00,70.0,1.46,
2018/09/04 12:30:00,61.7,1.46,
2018/09/04 12:35:00,38.7,1.47,
2018/09/04 12:40:00,40.8,1.47,
2018/09/04 12:45:00,34.2,1.47,
2018/09/04 12:50:00,30.2,1.47,
2018/09/04 12:55:00,36.7,1.47,
2018/09/04 13:00:00,39.2,1.47,
2018/09/04 13:05:00,54.6,1.47,
2018/09/04 13:10:00,57.7,1.46,
2018/09/04 13:15:00,57.5,1.47,
2018/09/04 13:20:00,51.1,1.46,
2018/09/04 13:25:00,44.4,1.46,
2018/09/04 13:30:00,38.6,1.47,
2018/09/04 13:35:00,32.3,1.46,
2018/09/04 13:40:00,30.2,1.46,
2018/09/04 13:45:00,22.3,1.46,
2018/09/04 13:50:00,18.3,1.46,
2018/09/04 13:55:00,18.9,1.46,
2018/09/04 14:00:00,17.8,1.47,
2018/09/04 14:05:00,17.5,1.46,
2018/09/04 14:10:00,20.2,1.47,
2018/09/04 14:15:00,25.5,1.46,
2018/09/04 14:20:00,28.5,1.46,
2018/09/04 14:25:00,30.3,1.46,
2018/09/04 14:30:00,35.9,1.46,
2018/09/04 14:35:00,36.8,1.46,
2018/09/04 14:40:00,39.1,1.46,
2018/09/04 14:45:00,41.9,1.46,
2018/09/04 14:50:00,52.3,1.46,
2018/09/04 14:55:00,46.0,1.46,
2018/09/04 15:00:00,54.7,1.46,
2018/09/04 15:05:00,72.4,1.46,
2018/09/04 15:10:00,50.6,1.46,
2018/09/04 15:15:00,83.7,1.46,
2018/09/04 15:20:00,80.7,1.46,
2018/09/04 15:25:00,37.0,1.46,
2018/09/04 15:30:00,56.7,1.46,
2018/09/04 15:35:00,59.5,1.46,
2018/09/04 15:40:00,61.1,1.46,
2018/09/04 15:45:00,57.6,1.46,
2018/09/04 15:50:00,46.0,1.46,
2018/09/04 15:55:00,49.4,1.46,
2018/09/04 16:00:00,44.5,1.46,
2018/09/04 16:05:00,37.0,1.46,
2018/09/04 16:10:00,41.1,1.46,
2018/09/04 16:15:00,37.1,1.46,
2018/09/04 16:20:00,35.3,1.46,
2018/09/04 16:25:00,32.4,1.46,
2018/09/04 16:30:00,29.1,1.46,
2018/09/04 16:35:00,26.8,1.46,
2018/09/04 16:40:00,26.0,1.46,
2018/09/04 16:45:00,22.1,1.46,
2018/09/04 16:50:00,19.8,1.46,
2018/09/04 16:55:00,17.9,1.46,
2018/09/04 17:00:00,16.9,1.46,
2018/09/04 17:05:00,14.5,1.46,
2018/09/04 17:10:00,12.6,1.46,
2018/09/04 17:15:00,11.2,1.46,
2018/09/04 17:20:00,9.2,1.46,
2018/09/04 17:25:00,7.8,1.46,
2018/09/04 17:30:00,6.2,1.46,
2018/09/04 17:35:00,5.1,1.46,
2018/09/04 17:40:00,4.2,1.46,
2018/09/04 17:45:00,2.9,1.46,
2018/09/04 17:50:00,1.9,1.46,
2018/09/04 17:55:00,1.1,1.46,
2018/09/04 18:00:00,0.9,1.46,
2018/09/04 18:05:00,0.8,1.46,
2018/09/04 18:10:00,0.8,1.46,
2018/09/04 18:15:00,0.8,1.46,
2018/09/04 18:20:00,0.8,1.46,
2018/09/04 18:25:00,0.8,1.46,
2018/09/04 18:30:00,0.8,1.46,
2018/09/04 18:35:00,0.8,1.46,
