"sample";"island";"depth";"archipelago";"site";"Colbar";"A5/A5n";"A1-A1h-A1dl";"C1/C1d/C42.2/C3-C1b-C3cg-C45c-C115k-C1au-C41p";"C42.2/C1/C42g/C42a-C1b-C1az-C1au-C3-C115k-C41p-C115d";"C1/C42.2/C1j-C1b-C3cg-C1au-C3-C45c-C115k";"C42aj-C1cu";"C42.2/C1-C1b-C3-C1au";"C1cd/C1cf-C1-C1cg-C1ch-C1da";"C42.2/C1/C42a/C1b-C1az-C1au-C115d-C3-C1j";"C116-C116af-C116ag-C116q";"C1cd/C1cf-C1-C1cg-C1ce-C1ch";"C15h";"C116";"C1d/C42.2/C1";"C1/C42.2/C3-C1b";"C3fu";"C15/C15m";"C1/C42.2/C1ag-C3cg-C1b-C1bi-C3cw-C45c";"C116/C42.2-C1-C116q";"C21-C21u-C3-C21w-C21v";"C3";"C42a/C1/C42.2/C1b/C3-C1au";"C3/C21/C3av-C3at-C3b-C3dp";"C1/C42.2/C1d/C3cg-C1b-C3-C45c-C115k-C1au";"C1/C3";"D1-D6-D4-D2d-D2.2-D1h-D2f";"D1/D4-D6-D1h-D2g-D2d-D2.2";"D1-D6-D4-D1h-D2g";"D1-D4-D4c-D6-D1c";"D1/D6/D4-D2d-D1h-D2.2";"G3a-G3ai-G3ae"
"POC1143";"SOCBOR";"60";"Society";"SOCBOR2";"c1";0;0;0;15385;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;33859;0;0;0;0;0
"POC2599";"TUARAN";"6";"Tuamotu";"TUARAN3";"c6";0;0;821;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;601;0;0;0
"POC3635";"TUARAR";"6";"Tuamotu";"TUARAR1";"c4";0;0;0;115366;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"POC3679";"TUARAR";"6";"Tuamotu";"TUARAR2";"c5";0;0;0;809;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"POC3675";"TUARAR";"6";"Tuamotu";"TUARAR2";"c1";0;0;0;9261;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"POC5832";"TUAMAK";"6";"Tuamotu";"TUAMAK2";"c3";0;0;0;150569;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"POC3636";"TUARAR";"6";"Tuamotu";"TUARAR1";"c5";0;0;0;51082;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"POC5521";"TUAMAK";"6";"Tuamotu";"TUAMAK1";"c5";0;0;0;110314;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"POC5517";"TUAMAK";"6";"Tuamotu";"TUAMAK1";"c1";0;0;0;60518;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"POC5834";"TUAMAK";"6";"Tuamotu";"TUAMAK2";"c5";0;0;0;286645;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"POC5522";"TUAMAK";"6";"Tuamotu";"TUAMAK1";"c6";0;0;0;113155;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"POC5833";"TUAMAK";"6";"Tuamotu";"TUAMAK2";"c4";0;0;0;103982;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"POC5831";"TUAMAK";"6";"Tuamotu";"TUAMAK2";"c2";0;0;0;238721;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"POC1771";"TUATIK";"6";"Tuamotu";"TUATIK2";"c2";0;0;0;41644;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"POC1535";"TUATIK";"6";"Tuamotu";"TUATIK1";"c4";0;0;0;45860;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"POC3634";"TUARAR";"6";"Tuamotu";"TUARAR1";"c3";0;0;0;7931;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"POC2596";"TUARAN";"6";"Tuamotu";"TUARAN3";"c3";0;0;0;15230;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"POC5835";"TUAMAK";"6";"Tuamotu";"TUAMAK2";"c6";0;0;0;175336;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"POC3680";"TUARAR";"6";"Tuamotu";"TUARAR2";"c3";0;0;0;25025;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"POC5519";"TUAMAK";"6";"Tuamotu";"TUAMAK1";"c3";0;0;0;70959;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"POC1775";"TUATIK";"6";"Tuamotu";"TUATIK2";"c5";0;0;0;62042;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"POC2594";"TUARAN";"6";"Tuamotu";"TUARAN3";"c1";0;0;0;3433;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"POC5520";"TUAMAK";"6";"Tuamotu";"TUAMAK1";"c4";0;0;0;100881;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"POC1536";"TUATIK";"6";"Tuamotu";"TUATIK1";"c5";0;0;0;57040;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"POC1778";"TUATIK";"6";"Tuamotu";"TUATIK2";"c6";0;0;0;5258;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"POC2276";"TUARAN";"6";"Tuamotu";"TUARAN2";"c5";0;0;0;11321;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"POC1769";"TUATIK";"6";"Tuamotu";"TUATIK2";"c1";0;0;0;51238;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"POC5518";"TUAMAK";"6";"Tuamotu";"TUAMAK1";"c2";0;0;0;38678;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"POC1533";"TUATIK";"6";"Tuamotu";"TUATIK1";"c2";0;0;0;8216;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"POC1772";"TUATIK";"6";"Tuamotu";"TUATIK2";"c3";0;0;0;25348;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"POC2272";"TUARAN";"6";"Tuamotu";"TUARAN2";"c2";0;0;0;5222;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"POC1534";"TUATIK";"6";"Tuamotu";"TUATIK1";"c3";0;0;0;31887;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"POC2271";"TUARAN";"6";"Tuamotu";"TUARAN2";"c1";0;0;0;4216;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"POC2273";"TUARAN";"6";"Tuamotu";"TUARAN2";"c3";0;0;0;31719;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"POC2595";"TUARAN";"6";"Tuamotu";"TUARAN3";"c2";0;0;0;7671;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"POC3633";"TUARAR";"6";"Tuamotu";"TUARAR1";"c2";0;0;0;20905;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"POC1774";"TUATIK";"6";"Tuamotu";"TUATIK2";"c4";0;0;0;21583;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"POC5830";"TUAMAK";"6";"Tuamotu";"TUAMAK2";"c1";0;0;0;62017;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"POC3676";"TUARAR";"6";"Tuamotu";"TUARAR2";"c2";0;0;0;5764;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"POC2274";"TUARAN";"6";"Tuamotu";"TUARAN2";"c4";0;0;0;1490;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"POC3342";"TUARAR";"6";"Tuamotu";"TUARAR1";"c1";0;0;0;11831;0;0;0;0;0;0;0;1759;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"POC3685";"TUARAR";"6";"Tuamotu";"TUARAR2";"c4";0;0;0;0;20190;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"POC1532";"TUATIK";"6";"Tuamotu";"TUATIK1";"c1";0;0;0;0;2669;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"POC2597";"TUARAN";"6";"Tuamotu";"TUARAN3";"c4";0;0;0;0;0;0;0;0;52839;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"POC2598";"TUARAN";"6";"Tuamotu";"TUARAN3";"c5";0;0;0;0;0;0;0;0;3846;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"POC2484";"TUARAN";"20";"Tuamotu";"TUARAN3";"c1";0;0;4799;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"POC5351";"TUAMAK";"20";"Tuamotu";"TUAMAK1";"c1";0;0;42695;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"POC5639";"TUAMAK";"20";"Tuamotu";"TUAMAK2";"c4";0;0;63052;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"POC5356";"TUAMAK";"20";"Tuamotu";"TUAMAK1";"c6";0;0;14410;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"POC5354";"TUAMAK";"20";"Tuamotu";"TUAMAK1";"c4";0;0;3666;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"POC5638";"TUAMAK";"20";"Tuamotu";"TUAMAK2";"c3";0;0;47478;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"POC5641";"TUAMAK";"20";"Tuamotu";"TUAMAK2";"c6";0;0;61045;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"POC5353";"TUAMAK";"20";"Tuamotu";"TUAMAK1";"c3";0;0;29727;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;315;0;0;0;0
"POC5355";"TUAMAK";"20";"Tuamotu";"TUAMAK1";"c5";0;0;5391;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"POC5637";"TUAMAK";"20";"Tuamotu";"TUAMAK2";"c2";0;0;46374;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;648;0;0;0
"POC5640";"TUAMAK";"20";"Tuamotu";"TUAMAK2";"c5";0;0;60099;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"POC1617";"TUATIK";"20";"Tuamotu";"TUATIK2";"c5";0;0;30151;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"POC3269";"TUARAR";"20";"Tuamotu";"TUARAR1";"c1";0;0;0;138319;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"POC3267";"TUARAR";"20";"Tuamotu";"TUARAR1";"c2";0;0;0;108446;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"POC2488";"TUARAN";"20";"Tuamotu";"TUARAN3";"c5";0;0;0;11491;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"POC3402";"TUARAR";"20";"Tuamotu";"TUARAR2";"c1";0;0;0;428914;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1110;0;0;0;0;0
"POC3404";"TUARAR";"20";"Tuamotu";"TUARAR2";"c3";0;0;0;312828;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"POC3406";"TUARAR";"20";"Tuamotu";"TUARAR2";"c5";0;0;0;83140;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"POC3264";"TUARAR";"20";"Tuamotu";"TUARAR1";"c3";0;0;0;74541;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"POC5636";"TUAMAK";"20";"Tuamotu";"TUAMAK2";"c1";0;0;0;85605;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"POC2486";"TUARAN";"20";"Tuamotu";"TUARAN3";"c3";0;0;0;43008;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;685;0;0;0;0;0
"POC1614";"TUATIK";"20";"Tuamotu";"TUATIK2";"c2";0;0;0;40395;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"POC5352";"TUAMAK";"20";"Tuamotu";"TUAMAK1";"c2";0;0;0;41848;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"POC1618";"TUATIK";"20";"Tuamotu";"TUATIK2";"c6";0;0;0;44621;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"POC1564";"TUATIK";"20";"Tuamotu";"TUATIK1";"c2";0;0;0;13166;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"POC3403";"TUARAR";"20";"Tuamotu";"TUARAR2";"c2";0;0;0;150432;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;15362;0;0;0;0;0
"POC2263";"TUARAN";"20";"Tuamotu";"TUARAN2";"c5";0;0;0;1989;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"POC2259";"TUARAN";"20";"Tuamotu";"TUARAN2";"c1";0;0;0;7271;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"POC3265";"TUARAR";"20";"Tuamotu";"TUARAR1";"c4";0;0;0;55976;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"POC1612";"TUATIK";"20";"Tuamotu";"TUATIK2";"c1";0;0;0;12446;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"POC1563";"TUATIK";"20";"Tuamotu";"TUATIK1";"c1";0;0;0;39647;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;13648;0;0;0;0;0
"POC3268";"TUARAR";"20";"Tuamotu";"TUARAR1";"c5";0;0;0;43944;0;0;0;0;0;5736;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;30747;0;0;0;0;0
"POC2260";"TUARAN";"20";"Tuamotu";"TUARAN2";"c2";0;0;0;0;0;0;184;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;17468;0;0;0;0;0
"POC2487";"TUARAN";"20";"Tuamotu";"TUARAN3";"c4";0;0;0;0;0;0;381;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;805;0;0;0;0;0
"POC2485";"TUARAN";"20";"Tuamotu";"TUARAN3";"c2";0;0;0;0;0;0;7024;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1215;0;0;0;0;0
"POC2262";"TUARAN";"20";"Tuamotu";"TUARAN2";"c4";0;0;0;0;0;0;20490;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"POC2261";"TUARAN";"20";"Tuamotu";"TUARAN2";"c3";0;0;0;0;0;0;5073;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"POC1616";"TUATIK";"20";"Tuamotu";"TUATIK2";"c4";0;0;8747;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;82215;0;0;0;0
"POC1565";"TUATIK";"20";"Tuamotu";"TUATIK1";"c3";0;0;683;0;0;12;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;4862;0;0;0;0
"POC1568";"TUATIK";"20";"Tuamotu";"TUATIK1";"c6";0;0;4665;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;16964;0;0;0;0
"POC1566";"TUATIK";"20";"Tuamotu";"TUATIK1";"c4";0;0;36112;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;55921;0;0;0;0
"POC3405";"TUARAR";"20";"Tuamotu";"TUARAR2";"c4";0;0;0;0;0;0;0;0;306072;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"POC1567";"TUATIK";"20";"Tuamotu";"TUATIK1";"c5";0;0;0;0;2233;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;5142;0;0;0
"POC1615";"TUATIK";"20";"Tuamotu";"TUATIK2";"c3";0;0;10950;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;16493;0;0;0
"POC2483";"TUARAN";"20";"Tuamotu";"TUARAN3";"c93";0;0;0;0;0;0;0;0;0;0;0;0;0;0;286;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"POC2267";"TUARAN";"20";"Tuamotu";"TUARAN2";"c6";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;752;0;0;0;0;0;0;0;0;0
"POC1546";"TUATIK";"40";"Tuamotu";"TUATIK1";"c5";0;0;112073;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"POC2583";"TUARAN";"40";"Tuamotu";"TUARAN3";"c91";0;0;688;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"POC5501";"TUAMAK";"40";"Tuamotu";"TUAMAK1";"c2";0;0;31480;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"POC5628";"TUAMAK";"40";"Tuamotu";"TUAMAK2";"c2";0;0;63883;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"POC5505";"TUAMAK";"40";"Tuamotu";"TUAMAK1";"c6";0;0;35823;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"POC5627";"TUAMAK";"40";"Tuamotu";"TUAMAK2";"c1";0;0;90279;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"POC5504";"TUAMAK";"40";"Tuamotu";"TUAMAK1";"c5";0;0;70477;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"POC5630";"TUAMAK";"40";"Tuamotu";"TUAMAK2";"c4";0;0;56874;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"POC5500";"TUAMAK";"40";"Tuamotu";"TUAMAK1";"c1";0;0;66998;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"POC1509";"TUATIK";"40";"Tuamotu";"TUATIK1";"c2";0;0;959;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"POC5503";"TUAMAK";"40";"Tuamotu";"TUAMAK1";"c4";0;0;52937;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"POC2221";"TUARAN";"40";"Tuamotu";"TUARAN2";"c1";0;0;4722;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"POC1859";"TUATIK";"40";"Tuamotu";"TUATIK2";"c2";0;0;28116;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1633;0;0
"POC1511";"TUATIK";"40";"Tuamotu";"TUATIK1";"c4";0;0;26338;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;6956;0
"POC5502";"TUAMAK";"40";"Tuamotu";"TUAMAK1";"c3";0;0;42896;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;16219;0;0;0;0;0
"POC2588";"TUARAN";"40";"Tuamotu";"TUARAN3";"c8";0;0;12328;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;9071;0;0;0
"POC2243";"TUARAN";"40";"Tuamotu";"TUARAN2";"c5";0;0;1667;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1661;0;0;0;0
"POC3647";"TUARAR";"40";"Tuamotu";"TUARAR2";"c2";0;0;0;48501;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"POC3650";"TUARAR";"40";"Tuamotu";"TUARAR2";"c5";0;0;0;62432;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;456;0;0;0;0;0
"POC3084";"TUARAR";"40";"Tuamotu";"TUARAR1";"c4";0;0;0;46692;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"POC3063";"TUARAR";"40";"Tuamotu";"TUARAR1";"c3";0;0;0;23593;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"POC5632";"TUAMAK";"40";"Tuamotu";"TUAMAK2";"c6";0;0;0;82156;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"POC5631";"TUAMAK";"40";"Tuamotu";"TUAMAK2";"c5";0;0;0;165736;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"POC3649";"TUARAR";"40";"Tuamotu";"TUARAR2";"c4";0;0;0;17611;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1716;0;0;0;0;0
"POC2587";"TUARAN";"40";"Tuamotu";"TUARAN3";"c7";0;0;0;13487;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"POC3061";"TUARAR";"40";"Tuamotu";"TUARAR1";"c1";0;0;0;21482;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"POC1856";"TUATIK";"40";"Tuamotu";"TUATIK2";"c1";0;0;0;5566;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"POC3648";"TUARAR";"40";"Tuamotu";"TUARAR2";"c3";0;0;0;45443;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;8067;0;0;0;0;0
"POC1510";"TUATIK";"40";"Tuamotu";"TUATIK1";"c3";0;0;0;13499;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"POC1855";"TUATIK";"40";"Tuamotu";"TUATIK2";"c5";0;0;0;0;373;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"POC1508";"TUATIK";"40";"Tuamotu";"TUATIK1";"c1";0;0;0;0;8652;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"POC3086";"TUARAR";"40";"Tuamotu";"TUARAR1";"c6";0;0;0;0;15432;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"POC3395";"TUARAR";"40";"Tuamotu";"TUARAR2";"c1";0;0;0;41146;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;46870;0;0;0;0;0
"POC2585";"TUARAN";"40";"Tuamotu";"TUARAN3";"c6";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1302;0;0;0;0
"POC1547";"TUATIK";"40";"Tuamotu";"TUATIK1";"c6";0;0;0;0;442;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;9071;0;0;0;0
"POC2242";"TUARAN";"40";"Tuamotu";"TUARAN2";"c4";0;0;3517;0;0;0;0;0;0;0;0;0;0;0;0;0;57;0;0;0;0;0;0;0;0;0;27755;0;0;0;0
"POC2222";"TUARAN";"40";"Tuamotu";"TUARAN2";"c2";0;0;16635;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;53463;0;0;0;0
"POC2223";"TUARAN";"40";"Tuamotu";"TUARAN2";"c3";198;0;17031;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;48810;0;0;0;0
"POC2244";"TUARAN";"40";"Tuamotu";"TUARAN2";"c6";0;0;0;0;237;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;577;0;0;0;0
"POC3062";"TUARAR";"40";"Tuamotu";"TUARAR1";"c2";0;0;0;0;0;0;0;0;110505;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"POC1862";"TUATIK";"40";"Tuamotu";"TUATIK2";"c4";0;0;0;0;0;0;0;0;11613;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"POC3085";"TUARAR";"40";"Tuamotu";"TUARAR1";"c5";0;0;0;0;1129;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;16546;0;0;0
