"Plot Title: 20385333_TIK2_6m"
"#","Date Time, GMT+02:00","Temp, °C (LGR S/N: 20385333, SEN S/N: 20385333)","Intensity, Lux (LGR S/N: 20385333, SEN S/N: 20385333)","Coupler Attached (LGR S/N: 20385333)","Coupler Detached (LGR S/N: 20385333)","Host Connected (LGR S/N: 20385333)","Stopped (LGR S/N: 20385333)","End Of File (LGR S/N: 20385333)"
110,18/10/20 22:05:00,27.961,0.0,,,,,
111,18/10/20 22:10:00,27.961,0.0,,,,,
112,18/10/20 22:15:00,27.961,0.0,,,,,
113,18/10/20 22:20:00,27.961,0.0,,,,,
114,18/10/20 22:25:00,27.961,0.0,,,,,
115,18/10/20 22:30:00,27.961,0.0,,,,,
116,18/10/20 22:35:00,27.961,0.0,,,,,
117,18/10/20 22:40:00,27.961,0.0,,,,,
118,18/10/20 22:45:00,27.961,0.0,,,,,
119,18/10/20 22:50:00,27.961,0.0,,,,,
120,18/10/20 22:55:00,27.961,0.0,,,,,
121,18/10/20 23:00:00,27.961,0.0,,,,,
122,18/10/20 23:05:00,27.961,0.0,,,,,
123,18/10/20 23:10:00,27.961,0.0,,,,,
124,18/10/20 23:15:00,27.961,0.0,,,,,
125,18/10/20 23:20:00,27.961,0.0,,,,,
126,18/10/20 23:25:00,27.961,0.0,,,,,
127,18/10/20 23:30:00,27.961,0.0,,,,,
128,18/10/20 23:35:00,27.961,0.0,,,,,
129,18/10/20 23:40:00,27.961,0.0,,,,,
130,18/10/20 23:45:00,27.961,0.0,,,,,
131,18/10/20 23:50:00,27.961,0.0,,,,,
132,18/10/20 23:55:00,27.961,0.0,,,,,
133,18/10/21 00:00:00,27.862,0.0,,,,,
134,18/10/21 00:05:00,27.862,0.0,,,,,
135,18/10/21 00:10:00,27.961,0.0,,,,,
136,18/10/21 00:15:00,27.961,0.0,,,,,
137,18/10/21 00:20:00,27.961,0.0,,,,,
138,18/10/21 00:25:00,27.961,0.0,,,,,
139,18/10/21 00:30:00,27.961,0.0,,,,,
140,18/10/21 00:35:00,27.961,0.0,,,,,
141,18/10/21 00:40:00,27.961,0.0,,,,,
142,18/10/21 00:45:00,27.961,0.0,,,,,
143,18/10/21 00:50:00,27.961,0.0,,,,,
144,18/10/21 00:55:00,27.961,0.0,,,,,
145,18/10/21 01:00:00,27.961,0.0,,,,,
146,18/10/21 01:05:00,27.961,0.0,,,,,
147,18/10/21 01:10:00,27.961,0.0,,,,,
148,18/10/21 01:15:00,27.961,0.0,,,,,
149,18/10/21 01:20:00,27.961,0.0,,,,,
150,18/10/21 01:25:00,27.961,0.0,,,,,
151,18/10/21 01:30:00,27.961,0.0,,,,,
152,18/10/21 01:35:00,27.961,0.0,,,,,
153,18/10/21 01:40:00,27.961,0.0,,,,,
154,18/10/21 01:45:00,27.961,0.0,,,,,
155,18/10/21 01:50:00,27.961,0.0,,,,,
156,18/10/21 01:55:00,27.961,0.0,,,,,
157,18/10/21 02:00:00,27.961,0.0,,,,,
158,18/10/21 02:05:00,27.961,0.0,,,,,
159,18/10/21 02:10:00,27.961,0.0,,,,,
160,18/10/21 02:15:00,27.961,0.0,,,,,
161,18/10/21 02:20:00,27.961,0.0,,,,,
162,18/10/21 02:25:00,27.961,0.0,,,,,
163,18/10/21 02:30:00,27.961,0.0,,,,,
164,18/10/21 02:35:00,27.961,0.0,,,,,
165,18/10/21 02:40:00,27.961,0.0,,,,,
166,18/10/21 02:45:00,27.862,0.0,,,,,
167,18/10/21 02:50:00,27.862,0.0,,,,,
168,18/10/21 02:55:00,27.862,0.0,,,,,
169,18/10/21 03:00:00,27.862,0.0,,,,,
170,18/10/21 03:05:00,27.862,0.0,,,,,
171,18/10/21 03:10:00,27.862,0.0,,,,,
172,18/10/21 03:15:00,27.862,0.0,,,,,
173,18/10/21 03:20:00,27.862,0.0,,,,,
174,18/10/21 03:25:00,27.862,0.0,,,,,
175,18/10/21 03:30:00,27.862,0.0,,,,,
176,18/10/21 03:35:00,27.862,0.0,,,,,
177,18/10/21 03:40:00,27.862,0.0,,,,,
178,18/10/21 03:45:00,27.862,0.0,,,,,
179,18/10/21 03:50:00,27.862,0.0,,,,,
180,18/10/21 03:55:00,27.862,0.0,,,,,
181,18/10/21 04:00:00,27.862,0.0,,,,,
182,18/10/21 04:05:00,27.862,0.0,,,,,
183,18/10/21 04:10:00,27.862,0.0,,,,,
184,18/10/21 04:15:00,27.862,0.0,,,,,
185,18/10/21 04:20:00,27.862,0.0,,,,,
186,18/10/21 04:25:00,27.862,0.0,,,,,
187,18/10/21 04:30:00,27.862,0.0,,,,,
188,18/10/21 04:35:00,27.862,0.0,,,,,
189,18/10/21 04:40:00,27.862,0.0,,,,,
190,18/10/21 04:45:00,27.862,0.0,,,,,
191,18/10/21 04:50:00,27.862,0.0,,,,,
192,18/10/21 04:55:00,27.862,0.0,,,,,
193,18/10/21 05:00:00,27.862,0.0,,,,,
194,18/10/21 05:05:00,27.862,0.0,,,,,
195,18/10/21 05:10:00,27.862,0.0,,,,,
196,18/10/21 05:15:00,27.862,10.8,,,,,
197,18/10/21 05:20:00,27.862,64.6,,,,,
198,18/10/21 05:25:00,27.862,150.7,,,,,
199,18/10/21 05:30:00,27.862,247.6,,,,,
200,18/10/21 05:35:00,27.862,376.7,,,,,
201,18/10/21 05:40:00,27.862,602.8,,,,,
202,18/10/21 05:45:00,27.862,764.2,,,,,
203,18/10/21 05:50:00,27.961,1022.6,,,,,
204,18/10/21 05:55:00,27.961,1313.2,,,,,
205,18/10/21 06:00:00,27.961,1636.1,,,,,
206,18/10/21 06:05:00,27.961,2497.2,,,,,
207,18/10/21 06:10:00,27.961,2066.7,,,,,
208,18/10/21 06:15:00,27.961,2238.9,,,,,
209,18/10/21 06:20:00,27.961,3272.2,,,,,
210,18/10/21 06:25:00,27.961,2927.8,,,,,
211,18/10/21 06:30:00,27.961,3100.0,,,,,
212,18/10/21 06:35:00,27.961,4305.6,,,,,
213,18/10/21 06:40:00,28.060,4133.4,,,,,
214,18/10/21 06:45:00,27.961,1894.5,,,,,
215,18/10/21 06:50:00,28.060,1980.6,,,,,
216,18/10/21 06:55:00,28.060,7233.4,,,,,
217,18/10/21 07:00:00,28.060,5511.1,,,,,
218,18/10/21 07:05:00,28.060,6200.0,,,,,
219,18/10/21 07:10:00,28.060,8266.7,,,,,
220,18/10/21 07:15:00,28.159,7233.4,,,,,
221,18/10/21 07:20:00,28.159,3272.2,,,,,
222,18/10/21 07:25:00,28.060,3616.7,,,,,
223,18/10/21 07:30:00,28.060,5511.1,,,,,
224,18/10/21 07:35:00,28.060,5511.1,,,,,
225,18/10/21 07:40:00,28.159,11711.2,,,,,
226,18/10/21 07:45:00,28.258,11022.3,,,,,
227,18/10/21 07:50:00,28.258,9644.5,,,,,
228,18/10/21 07:55:00,28.258,14466.8,,,,,
229,18/10/21 08:00:00,28.258,14466.8,,,,,
230,18/10/21 08:05:00,28.258,10677.8,,,,,
231,18/10/21 08:10:00,28.357,12400.1,,,,,
232,18/10/21 08:15:00,28.357,12400.1,,,,,
233,18/10/21 08:20:00,28.357,12400.1,,,,,
234,18/10/21 08:25:00,28.357,16533.4,,,,,
235,18/10/21 08:30:00,28.357,20666.8,,,,,
236,18/10/21 08:35:00,28.258,12400.1,,,,,
237,18/10/21 08:40:00,28.357,15844.5,,,,,
238,18/10/21 08:45:00,28.357,15155.7,,,,,
239,18/10/21 08:50:00,28.357,12400.1,,,,,
240,18/10/21 08:55:00,28.357,12400.1,,,,,
241,18/10/21 09:00:00,28.456,12400.1,,,,,
242,18/10/21 09:05:00,28.456,16533.4,,,,,
243,18/10/21 09:10:00,28.456,11711.2,,,,,
244,18/10/21 09:15:00,28.456,15844.5,,,,,
245,18/10/21 09:20:00,28.456,12400.1,,,,,
246,18/10/21 09:25:00,28.555,10677.8,,,,,
247,18/10/21 09:30:00,28.555,17911.2,,,,,
248,18/10/21 09:35:00,28.555,12400.1,,,,,
249,18/10/21 09:40:00,28.655,11022.3,,,,,
250,18/10/21 09:45:00,28.655,12400.1,,,,,
251,18/10/21 09:50:00,28.655,10677.8,,,,,
252,18/10/21 09:55:00,28.655,13089.0,,,,,
253,18/10/21 10:00:00,28.655,10333.4,,,,,
254,18/10/21 10:05:00,28.754,15844.5,,,,,
255,18/10/21 10:10:00,28.754,10333.4,,,,,
256,18/10/21 10:15:00,28.754,9300.1,,,,,
257,18/10/21 10:20:00,28.754,18600.1,,,,,
258,18/10/21 10:25:00,28.754,12400.1,,,,,
259,18/10/21 10:30:00,28.853,12400.1,,,,,
260,18/10/21 10:35:00,28.754,12400.1,,,,,
261,18/10/21 10:40:00,28.853,17222.3,,,,,
262,18/10/21 10:45:00,28.853,4822.3,,,,,
263,18/10/21 10:50:00,28.853,10677.8,,,,,
264,18/10/21 10:55:00,28.853,24800.2,,,,,
265,18/10/21 11:00:00,28.953,18600.1,,,,,
266,18/10/21 11:05:00,28.853,23422.4,,,,,
267,18/10/21 11:10:00,28.953,24800.2,,,,,
268,18/10/21 11:15:00,28.953,13777.9,,,,,
269,18/10/21 11:20:00,28.953,26178.0,,,,,
270,18/10/21 11:25:00,28.953,22044.6,,,,,
271,18/10/21 11:30:00,28.853,22044.6,,,,,
272,18/10/21 11:35:00,28.953,26178.0,,,,,
273,18/10/21 11:40:00,28.953,21355.7,,,,,
274,18/10/21 11:45:00,29.053,31689.1,,,,,
275,18/10/21 11:50:00,28.953,28933.5,,,,,
276,18/10/21 11:55:00,28.655,5166.7,,,,,
277,18/10/21 12:00:00,28.754,33066.9,,,,,
278,18/10/21 12:05:00,28.754,5166.7,,,,,
279,18/10/21 12:10:00,29.053,26178.0,,,,,
280,18/10/21 12:15:00,28.853,15155.7,,,,,
281,18/10/21 12:20:00,28.754,12400.1,,,,,
282,18/10/21 12:25:00,28.953,28933.5,,,,,
283,18/10/21 12:30:00,28.953,52355.9,,,,,
284,18/10/21 12:35:00,28.953,33066.9,,,,,
285,18/10/21 12:40:00,28.754,26178.0,,,,,
286,18/10/21 12:45:00,28.953,23422.4,,,,,
287,18/10/21 12:50:00,28.953,26178.0,,,,,
288,18/10/21 12:55:00,28.953,34444.7,,,,,
289,18/10/21 13:00:00,28.953,35822.5,,,,,
290,18/10/21 13:05:00,28.953,16533.4,,,,,
291,18/10/21 13:10:00,28.953,28933.5,,,,,
292,18/10/21 13:15:00,28.953,33066.9,,,,,
293,18/10/21 13:20:00,28.853,9644.5,,,,,
294,18/10/21 13:25:00,28.953,28933.5,,,,,
295,18/10/21 13:30:00,28.853,26178.0,,,,,
296,18/10/21 13:35:00,28.853,37200.2,,,,,
297,18/10/21 13:40:00,28.953,15844.5,,,,,
298,18/10/21 13:45:00,28.953,9644.5,,,,,
299,18/10/21 13:50:00,28.754,27555.7,,,,,
300,18/10/21 13:55:00,28.853,22044.6,,,,,
301,18/10/21 14:00:00,28.754,24800.2,,,,,
302,18/10/21 14:05:00,28.853,14466.8,,,,,
303,18/10/21 14:10:00,28.754,18600.1,,,,,
304,18/10/21 14:15:00,28.555,3961.1,,,,,
305,18/10/21 14:20:00,28.655,12400.1,,,,,
306,18/10/21 14:25:00,28.754,27555.7,,,,,
307,18/10/21 14:30:00,28.754,19289.0,,,,,
308,18/10/21 14:35:00,28.754,19977.9,,,,,
309,18/10/21 14:40:00,28.655,6200.0,,,,,
310,18/10/21 14:45:00,28.655,15155.7,,,,,
311,18/10/21 14:50:00,28.754,22044.6,,,,,
312,18/10/21 14:55:00,28.754,13777.9,,,,,
313,18/10/21 15:00:00,28.754,14466.8,,,,,
314,18/10/21 15:05:00,28.754,17911.2,,,,,
315,18/10/21 15:10:00,28.555,15155.7,,,,,
316,18/10/21 15:15:00,28.655,15844.5,,,,,
317,18/10/21 15:20:00,28.655,17222.3,,,,,
318,18/10/21 15:25:00,28.555,10333.4,,,,,
319,18/10/21 15:30:00,28.555,9644.5,,,,,
320,18/10/21 15:35:00,28.555,9644.5,,,,,
321,18/10/21 15:40:00,28.456,7233.4,,,,,
322,18/10/21 15:45:00,28.456,8266.7,,,,,
323,18/10/21 15:50:00,28.456,9644.5,,,,,
324,18/10/21 15:55:00,28.456,8611.2,,,,,
325,18/10/21 16:00:00,28.357,6200.0,,,,,
326,18/10/21 16:05:00,28.357,7577.8,,,,,
327,18/10/21 16:10:00,28.357,4822.3,,,,,
328,18/10/21 16:15:00,28.357,4994.5,,,,,
329,18/10/21 16:20:00,28.258,5338.9,,,,,
330,18/10/21 16:25:00,28.258,4650.0,,,,,
331,18/10/21 16:30:00,28.258,4133.4,,,,,
332,18/10/21 16:35:00,28.258,3788.9,,,,,
333,18/10/21 16:40:00,28.258,3616.7,,,,,
334,18/10/21 16:45:00,28.258,3788.9,,,,,
335,18/10/21 16:50:00,28.258,3100.0,,,,,
336,18/10/21 16:55:00,28.159,2411.1,,,,,
337,18/10/21 17:00:00,28.159,2152.8,,,,,
338,18/10/21 17:05:00,28.159,2066.7,,,,,
339,18/10/21 17:10:00,28.159,1808.3,,,,,
340,18/10/21 17:15:00,28.159,1463.9,,,,,
341,18/10/21 17:20:00,28.060,1205.6,,,,,
342,18/10/21 17:25:00,28.060,979.5,,,,,
343,18/10/21 17:30:00,28.060,807.3,,,,,
344,18/10/21 17:35:00,28.060,570.5,,,,,
345,18/10/21 17:40:00,28.060,409.0,,,,,
346,18/10/21 17:45:00,27.961,279.9,,,,,
347,18/10/21 17:50:00,27.961,161.5,,,,,
348,18/10/21 17:55:00,27.961,75.3,,,,,
349,18/10/21 18:00:00,27.961,21.5,,,,,
350,18/10/21 18:05:00,27.961,0.0,,,,,
351,18/10/21 18:10:00,27.961,0.0,,,,,
352,18/10/21 18:15:00,27.961,0.0,,,,,
353,18/10/21 18:20:00,27.961,0.0,,,,,
354,18/10/21 18:25:00,27.961,0.0,,,,,
355,18/10/21 18:30:00,27.961,0.0,,,,,
356,18/10/21 18:35:00,27.862,0.0,,,,,
357,18/10/21 18:40:00,27.862,0.0,,,,,
358,18/10/21 18:45:00,27.862,0.0,,,,,
359,18/10/21 18:50:00,27.764,0.0,,,,,
360,18/10/21 18:55:00,27.764,0.0,,,,,
361,18/10/21 19:00:00,27.862,0.0,,,,,
362,18/10/21 19:05:00,27.862,0.0,,,,,
363,18/10/21 19:10:00,27.862,0.0,,,,,
364,18/10/21 19:15:00,27.862,0.0,,,,,
365,18/10/21 19:20:00,27.862,0.0,,,,,
366,18/10/21 19:25:00,27.862,0.0,,,,,
367,18/10/21 19:30:00,27.862,0.0,,,,,
368,18/10/21 19:35:00,27.862,0.0,,,,,
369,18/10/21 19:40:00,27.862,0.0,,,,,
370,18/10/21 19:45:00,27.862,0.0,,,,,
371,18/10/21 19:50:00,27.862,0.0,,,,,
372,18/10/21 19:55:00,27.961,0.0,,,,,
373,18/10/21 20:00:00,27.961,0.0,,,,,
374,18/10/21 20:05:00,27.961,0.0,,,,,
375,18/10/21 20:10:00,27.961,0.0,,,,,
376,18/10/21 20:15:00,27.961,0.0,,,,,
377,18/10/21 20:20:00,27.961,0.0,,,,,
378,18/10/21 20:25:00,27.961,0.0,,,,,
379,18/10/21 20:30:00,27.961,0.0,,,,,
380,18/10/21 20:35:00,27.961,0.0,,,,,
381,18/10/21 20:40:00,27.961,0.0,,,,,
382,18/10/21 20:45:00,27.961,0.0,,,,,
383,18/10/21 20:50:00,27.961,0.0,,,,,
384,18/10/21 20:55:00,27.961,0.0,,,,,
385,18/10/21 21:00:00,27.961,0.0,,,,,
386,18/10/21 21:05:00,28.060,0.0,,,,,
387,18/10/21 21:10:00,28.060,0.0,,,,,
388,18/10/21 21:15:00,28.060,0.0,,,,,
389,18/10/21 21:20:00,28.060,0.0,,,,,
390,18/10/21 21:25:00,28.060,0.0,,,,,
391,18/10/21 21:30:00,28.060,0.0,,,,,
392,18/10/21 21:35:00,28.060,0.0,,,,,
393,18/10/21 21:40:00,28.060,0.0,,,,,
394,18/10/21 21:45:00,28.060,0.0,,,,,
395,18/10/21 21:50:00,28.060,0.0,,,,,
396,18/10/21 21:55:00,28.060,0.0,,,,,
397,18/10/21 22:00:00,28.060,0.0,,,,,
398,18/10/21 22:05:00,28.060,0.0,,,,,
399,18/10/21 22:10:00,28.060,0.0,,,,,
400,18/10/21 22:15:00,28.060,0.0,,,,,
401,18/10/21 22:20:00,28.060,0.0,,,,,
402,18/10/21 22:25:00,28.060,0.0,,,,,
403,18/10/21 22:30:00,28.060,0.0,,,,,
404,18/10/21 22:35:00,28.060,0.0,,,,,
405,18/10/21 22:40:00,28.060,0.0,,,,,
406,18/10/21 22:45:00,28.060,0.0,,,,,
407,18/10/21 22:50:00,28.060,0.0,,,,,
408,18/10/21 22:55:00,28.060,0.0,,,,,
409,18/10/21 23:00:00,28.060,0.0,,,,,
410,18/10/21 23:05:00,28.060,0.0,,,,,
411,18/10/21 23:10:00,28.060,0.0,,,,,
412,18/10/21 23:15:00,28.060,0.0,,,,,
413,18/10/21 23:20:00,28.060,0.0,,,,,
414,18/10/21 23:25:00,28.060,0.0,,,,,
415,18/10/21 23:30:00,28.060,0.0,,,,,
416,18/10/21 23:35:00,28.060,0.0,,,,,
417,18/10/21 23:40:00,28.060,0.0,,,,,
418,18/10/21 23:45:00,28.060,0.0,,,,,
419,18/10/21 23:50:00,28.060,0.0,,,,,
420,18/10/21 23:55:00,28.060,0.0,,,,,
421,18/10/22 00:00:00,28.060,0.0,,,,,
422,18/10/22 00:05:00,28.060,0.0,,,,,
423,18/10/22 00:10:00,28.060,0.0,,,,,
424,18/10/22 00:15:00,28.060,0.0,,,,,
425,18/10/22 00:20:00,28.060,0.0,,,,,
426,18/10/22 00:25:00,28.060,0.0,,,,,
427,18/10/22 00:30:00,27.961,0.0,,,,,
428,18/10/22 00:35:00,28.060,0.0,,,,,
429,18/10/22 00:40:00,28.060,0.0,,,,,
430,18/10/22 00:45:00,28.060,0.0,,,,,
431,18/10/22 00:50:00,28.060,0.0,,,,,
432,18/10/22 00:55:00,28.060,0.0,,,,,
433,18/10/22 01:00:00,27.961,0.0,,,,,
434,18/10/22 01:05:00,28.060,0.0,,,,,
435,18/10/22 01:10:00,28.060,0.0,,,,,
436,18/10/22 01:15:00,28.060,0.0,,,,,
437,18/10/22 01:20:00,28.060,0.0,,,,,
438,18/10/22 01:25:00,28.060,0.0,,,,,
439,18/10/22 01:30:00,28.060,0.0,,,,,
440,18/10/22 01:35:00,27.961,0.0,,,,,
441,18/10/22 01:40:00,27.961,0.0,,,,,
442,18/10/22 01:45:00,27.961,0.0,,,,,
443,18/10/22 01:50:00,27.961,0.0,,,,,
444,18/10/22 01:55:00,27.961,0.0,,,,,
445,18/10/22 02:00:00,27.961,0.0,,,,,
446,18/10/22 02:05:00,27.961,0.0,,,,,
447,18/10/22 02:10:00,27.961,0.0,,,,,
448,18/10/22 02:15:00,27.961,0.0,,,,,
449,18/10/22 02:20:00,27.961,0.0,,,,,
450,18/10/22 02:25:00,27.961,0.0,,,,,
451,18/10/22 02:30:00,27.961,0.0,,,,,
452,18/10/22 02:35:00,27.961,0.0,,,,,
453,18/10/22 02:40:00,27.961,0.0,,,,,
454,18/10/22 02:45:00,27.961,0.0,,,,,
455,18/10/22 02:50:00,27.961,0.0,,,,,
456,18/10/22 02:55:00,27.961,0.0,,,,,
457,18/10/22 03:00:00,27.961,0.0,,,,,
458,18/10/22 03:05:00,27.961,0.0,,,,,
459,18/10/22 03:10:00,27.961,0.0,,,,,
460,18/10/22 03:15:00,27.961,0.0,,,,,
461,18/10/22 03:20:00,27.961,0.0,,,,,
462,18/10/22 03:25:00,27.961,0.0,,,,,
463,18/10/22 03:30:00,27.961,0.0,,,,,
464,18/10/22 03:35:00,27.961,0.0,,,,,
465,18/10/22 03:40:00,27.961,0.0,,,,,
466,18/10/22 03:45:00,27.961,0.0,,,,,
467,18/10/22 03:50:00,27.961,0.0,,,,,
468,18/10/22 03:55:00,27.961,0.0,,,,,
469,18/10/22 04:00:00,27.961,0.0,,,,,
470,18/10/22 04:05:00,27.961,0.0,,,,,
471,18/10/22 04:10:00,27.961,0.0,,,,,
472,18/10/22 04:15:00,27.961,0.0,,,,,
473,18/10/22 04:20:00,27.961,0.0,,,,,
474,18/10/22 04:25:00,27.862,0.0,,,,,
475,18/10/22 04:30:00,27.961,0.0,,,,,
476,18/10/22 04:35:00,27.862,0.0,,,,,
477,18/10/22 04:40:00,27.862,0.0,,,,,
478,18/10/22 04:45:00,27.961,0.0,,,,,
479,18/10/22 04:50:00,27.862,0.0,,,,,
480,18/10/22 04:55:00,27.961,0.0,,,,,
481,18/10/22 05:00:00,27.862,0.0,,,,,
482,18/10/22 05:05:00,27.862,0.0,,,,,
483,18/10/22 05:10:00,27.862,0.0,,,,,
484,18/10/22 05:15:00,27.961,21.5,,,,,
485,18/10/22 05:20:00,27.961,75.3,,,,,
486,18/10/22 05:25:00,27.961,150.7,,,,,
487,18/10/22 05:30:00,27.961,247.6,,,,,
488,18/10/22 05:35:00,27.961,344.4,,,,,
489,18/10/22 05:40:00,27.961,441.3,,,,,
490,18/10/22 05:45:00,27.961,516.7,,,,,
491,18/10/22 05:50:00,27.961,613.5,,,,,
492,18/10/22 05:55:00,27.961,678.1,,,,,
493,18/10/22 06:00:00,27.961,688.9,,,,,
494,18/10/22 06:05:00,27.961,742.7,,,,,
495,18/10/22 06:10:00,27.961,947.2,,,,,
496,18/10/22 06:15:00,27.961,1130.2,,,,,
