// DEFI Series
// CSV File
// Firmware Version 1.02
// Software Version 1.03
[Head]
SondeName=DEFI2-L
SondeNo=0B2P016
SensorType=Q2B0
SensorType2=0102
SensorType3=60
Channel=2
Interval=300
SampleCnt=1227
StartTime=2018/10/20 13:00:00
EndTime=2018/10/24 19:10:00
StopTime=2018/10/24 19:14:30
Status=01000
DepAdjRho=1.0250
ImmersionEN=1
CoefDate=2018/05/23
Immersion_Effect=1.41
Ch1=+8.509383e+03,-1.311739e-01,+0.000000e+00,+0.000000e+00,+0.000000e+00,+0.000000e+00,+0.000000e+00,+0.000000e+00,
Ch2=+1.169766e-02,+8.109043e-04,+0.000000e+00,+0.000000e+00,+0.000000e+00,+0.000000e+00,+0.000000e+00,+0.000000e+00,
[Item]
TimeStamp,Quantum [umol/(m^2s)],Batt. [V],
2018/10/20 13:00:00,167.7,1.44,
2018/10/20 13:05:00,80.1,1.44,
2018/10/20 13:10:00,158.8,1.44,
2018/10/20 13:15:00,146.3,1.44,
2018/10/20 13:20:00,142.9,1.44,
2018/10/20 13:25:00,148.6,1.44,
2018/10/20 13:30:00,141.5,1.44,
2018/10/20 13:35:00,136.5,1.44,
2018/10/20 13:40:00,132.1,1.44,
2018/10/20 13:45:00,133.6,1.44,
2018/10/20 13:50:00,137.0,1.44,
2018/10/20 13:55:00,130.5,1.44,
2018/10/20 14:00:00,126.1,1.44,
2018/10/20 14:05:00,125.4,1.44,
2018/10/20 14:10:00,118.4,1.44,
2018/10/20 14:15:00,106.0,1.44,
2018/10/20 14:20:00,102.4,1.44,
2018/10/20 14:25:00,99.3,1.44,
2018/10/20 14:30:00,108.1,1.44,
2018/10/20 14:35:00,99.8,1.44,
2018/10/20 14:40:00,99.8,1.44,
2018/10/20 14:45:00,95.9,1.44,
2018/10/20 14:50:00,80.4,1.44,
2018/10/20 14:55:00,78.8,1.44,
2018/10/20 15:00:00,66.9,1.43,
2018/10/20 15:05:00,91.1,1.44,
2018/10/20 15:10:00,76.1,1.44,
2018/10/20 15:15:00,80.8,1.44,
2018/10/20 15:20:00,81.5,1.44,
2018/10/20 15:25:00,29.2,1.44,
2018/10/20 15:30:00,43.0,1.44,
2018/10/20 15:35:00,36.6,1.44,
2018/10/20 15:40:00,50.3,1.44,
2018/10/20 15:45:00,42.9,1.43,
2018/10/20 15:50:00,42.4,1.44,
2018/10/20 15:55:00,30.6,1.44,
2018/10/20 16:00:00,36.7,1.44,
2018/10/20 16:05:00,28.1,1.44,
2018/10/20 16:10:00,25.4,1.44,
2018/10/20 16:15:00,26.8,1.44,
2018/10/20 16:20:00,29.4,1.44,
2018/10/20 16:25:00,27.9,1.43,
2018/10/20 16:30:00,37.7,1.44,
2018/10/20 16:35:00,21.8,1.44,
2018/10/20 16:40:00,17.4,1.44,
2018/10/20 16:45:00,14.2,1.44,
2018/10/20 16:50:00,11.8,1.44,
2018/10/20 16:55:00,10.8,1.44,
2018/10/20 17:00:00,9.9,1.44,
2018/10/20 17:05:00,11.3,1.44,
2018/10/20 17:10:00,8.8,1.44,
2018/10/20 17:15:00,9.2,1.44,
2018/10/20 17:20:00,8.2,1.44,
2018/10/20 17:25:00,6.7,1.44,
2018/10/20 17:30:00,5.1,1.44,
2018/10/20 17:35:00,4.2,1.44,
2018/10/20 17:40:00,3.1,1.44,
2018/10/20 17:45:00,2.5,1.44,
2018/10/20 17:50:00,1.4,1.44,
2018/10/20 17:55:00,1.0,1.44,
2018/10/20 18:00:00,0.9,1.44,
2018/10/20 18:05:00,0.8,1.43,
2018/10/20 18:10:00,0.8,1.44,
2018/10/20 18:15:00,0.8,1.44,
2018/10/20 18:20:00,0.8,1.44,
2018/10/20 18:25:00,0.8,1.44,
2018/10/20 18:30:00,0.8,1.44,
2018/10/20 18:35:00,0.8,1.44,
2018/10/20 18:40:00,0.8,1.44,
2018/10/20 18:45:00,0.7,1.44,
2018/10/20 18:50:00,0.8,1.44,
2018/10/20 18:55:00,0.8,1.44,
2018/10/20 19:00:00,0.8,1.44,
2018/10/20 19:05:00,0.8,1.44,
2018/10/20 19:10:00,0.7,1.44,
2018/10/20 19:15:00,0.8,1.44,
2018/10/20 19:20:00,0.7,1.44,
2018/10/20 19:25:00,0.8,1.44,
2018/10/20 19:30:00,0.7,1.44,
2018/10/20 19:35:00,0.8,1.44,
2018/10/20 19:40:00,0.8,1.44,
2018/10/20 19:45:00,0.8,1.44,
2018/10/20 19:50:00,0.8,1.44,
2018/10/20 19:55:00,0.7,1.44,
2018/10/20 20:00:00,0.8,1.44,
2018/10/20 20:05:00,0.8,1.44,
2018/10/20 20:10:00,0.7,1.44,
2018/10/20 20:15:00,0.8,1.44,
2018/10/20 20:20:00,0.7,1.44,
2018/10/20 20:25:00,0.8,1.44,
2018/10/20 20:30:00,0.9,1.44,
